target_local_id,target_row_id,target_global_idx,headroom,initial_best,oracle_pool_best,method,step,n_known_hf,best_true_target_rmse,is_stopped,stop_round,stop_reason
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,hf_only,8,90,0.03269954757062807,1,8,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,hf_only,9,95,0.012490636471232868,1,8,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,ar1,0,50,0.04306597075834305,1,0,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,ar1,1,55,0.012490636471232868,1,0,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,ours_mean,0,50,0.04306597075834305,1,0,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,ours_mean,1,55,0.012490636471232868,1,0,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,ours_lcb,0,50,0.04306597075834305,1,0,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,ours_lcb,1,55,0.012490636471232868,1,0,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,random,0,50,0.04306597075834305,1,5,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,random,1,55,0.04306597075834305,1,5,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,random,2,60,0.04306597075834305,1,5,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,random,3,65,0.04306597075834305,1,5,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,random,4,70,0.04306597075834305,1,5,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,random,5,75,0.04306597075834305,1,5,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,random,6,80,0.012490636471232868,1,5,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,oracle,0,50,0.04306597075834305,1,0,reached_oracle_pool_best
9,13,1791408,0.030575334287110182,0.04306597075834305,0.012490636471232868,oracle,1,55,0.012490636471232868,1,0,reached_oracle_pool_best
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,hf_only,0,50,0.0309068908102912,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,hf_only,1,55,0.02786846777500892,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,hf_only,2,60,0.02786846777500892,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,hf_only,3,65,0.02786846777500892,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,hf_only,4,70,0.02714172573241038,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,hf_only,5,75,0.02714172573241038,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,hf_only,6,80,0.02714172573241038,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,hf_only,7,85,0.02714172573241038,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,hf_only,8,90,0.016491800426741875,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,hf_only,9,95,0.016491800426741875,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,hf_only,10,100,0.016491800426741875,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,ar1,0,50,0.0309068908102912,1,3,reached_oracle_pool_best
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,ar1,1,55,0.018887688887326948,1,3,reached_oracle_pool_best
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,ar1,2,60,0.018887688887326948,1,3,reached_oracle_pool_best
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,ar1,3,65,0.016491800426741875,1,3,reached_oracle_pool_best
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,ar1,4,70,0.011878173564648481,1,3,reached_oracle_pool_best
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,ours_mean,0,50,0.0309068908102912,1,1,reached_oracle_pool_best
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,ours_mean,1,55,0.018887688887326948,1,1,reached_oracle_pool_best
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,ours_mean,2,60,0.011878173564648481,1,1,reached_oracle_pool_best
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,ours_lcb,0,50,0.0309068908102912,1,1,reached_oracle_pool_best
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,ours_lcb,1,55,0.01839909543019117,1,1,reached_oracle_pool_best
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,ours_lcb,2,60,0.011878173564648481,1,1,reached_oracle_pool_best
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,random,0,50,0.0309068908102912,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,random,1,55,0.02961695002256629,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,random,2,60,0.02961695002256629,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,random,3,65,0.027270557032937418,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,random,4,70,0.027270557032937418,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,random,5,75,0.027270557032937418,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,random,6,80,0.027270557032937418,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,random,7,85,0.02094436226527304,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,random,8,90,0.02094436226527304,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,random,9,95,0.02094436226527304,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,random,10,100,0.02094436226527304,0,,
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,oracle,0,50,0.0309068908102912,1,0,reached_oracle_pool_best
10,14,70262,0.019028717245642722,0.0309068908102912,0.011878173564648481,oracle,1,55,0.011878173564648481,1,0,reached_oracle_pool_best
11,15,232204,0.020618311134226533,0.03496326079387437,0.014344949659647837,hf_only,0,50,0.03496326079387437,1,0,reached_oracle_pool_best
11,15,232204,0.020618311134226533,0.03496326079387437,0.014344949659647837,hf_only,1,55,0.014344949659647837,1,0,reached_oracle_pool_best
11,15,232204,0.020618311134226533,0.03496326079387437,0.014344949659647837,ar1,0,50,0.03496326079387437,1,0,reached_oracle_pool_best
11,15,232204,0.020618311134226533,0.03496326079387437,0.014344949659647837,ar1,1,55,0.014344949659647837,1,0,reached_oracle_pool_best
11,15,232204,0.020618311134226533,0.03496326079387437,0.014344949659647837,ours_mean,0,50,0.03496326079387437,1,0,reached_oracle_pool_best
11,15,232204,0.020618311134226533,0.03496326079387437,0.014344949659647837,ours_mean,1,55,0.014344949659647837,1,0,reached_oracle_pool_best
