wavelength,A0_mean,A0_sample_std,A1_mean,A1_sample_std,A2_mean,A2_sample_std,A3_mean,A3_sample_std
380.0,0.02087466505666574,0.0029802162987555263,0.07424935847520828,0.0027162801075621594,0.026362835988402368,0.0018331085792999001,0.021729124958316484,0.0027734757254952993
380.3760681152344,0.02031347081065178,0.002840568357464725,0.07281645586093267,0.002704813476438964,0.025250046079357467,0.0017743203317435968,0.021212483321626983,0.0026197570930342347
380.75286865234375,0.019829852196077507,0.0027134246845409494,0.07144643565018972,0.00269213309540346,0.02422163188457489,0.0017116114591270099,0.02077265257636706,0.0024769769581661164
381.1304016113281,0.0194202462832133,0.0025998398836009425,0.0701413447658221,0.002678304455579153,0.023278552169601122,0.0016458542825700502,0.02040594145655632,0.002346317498698012
381.5086975097656,0.01908019638309876,0.002500181283904634,0.0689026360710462,0.0026633973843408704,0.022420711567004523,0.001578222098656172,0.020107777789235115,0.0022284542229489253
381.88775634765625,0.01880457183967034,0.002414114359876558,0.06773127565781276,0.0026474952205783092,0.02164707494278749,0.0015101895387218966,0.019872885197401047,0.002123531052580157
382.2675476074219,0.018587725609540938,0.0023407418579707625,0.06662773986657461,0.0026307073082476513,0.0209555771201849,0.0014435012002032227,0.019695511957009634,0.0020312287635993647
382.64813232421875,0.018423604654769103,0.0022787636844199804,0.06559204036990801,0.0026131550613635738,0.020343204339345295,0.0013801001926199911,0.01956950860718886,0.0019508485397492792
383.0294494628906,0.018306029153366883,0.0022266698341219583,0.06462382649381955,0.0025949667869388533,0.019806053613622983,0.0013219931086284747,0.019488654161492983,0.0018814249920599034
383.4115295410156,0.018228820276757082,0.002182893584517139,0.06372234970331192,0.0025762883005391052,0.019339461997151374,0.0012710991031632372,0.01944672589500745,0.0018218407516658551
383.79437255859375,0.018185961432754992,0.002145939503543394,0.06288657809297243,0.0025572739510285737,0.0189381572107474,0.0012290519801380771,0.019437719509005545,0.001770934147546597
384.177978515625,0.01817171685397625,0.0021144797546578204,0.062115165094534554,0.0025380768033674535,0.01859637287755807,0.0011970054790681364,0.01945591941475868,0.0017275722269120288
384.5623474121094,0.01818077682207028,0.002087392915901585,0.06140652745962143,0.002518857727892692,0.018308122704426447,0.0011754980070043,0.01949604315062364,0.0016907183885487812
384.9474792480469,0.018208293430507182,0.0020637708353093004,0.0607588991522789,0.002499771801035583,0.018067315841714542,0.001164390189121505,0.019553285837173463,0.0016594502056260336
385.3334045410156,0.01824991057316462,0.002042903383514119,0.06017035072048505,0.0024809764362648643,0.017867916077375413,0.0011629252665921362,0.01962332750360171,0.0016329711035814386
385.7200927734375,0.01830183919519186,0.00202426084277615,0.05963880469401677,0.002462615330900664,0.017704131205876668,0.0011698664386746492,0.019702428330977757,0.0016106020595622285
386.1075744628906,0.018360777758061886,0.0020074519514336068,0.05916213368376096,0.0024448249884221514,0.017570535962780316,0.001183695077197207,0.019787287712097167,0.0015917793299747996
