dataset,setting,seed,comparator,ours_rmse,comparator_rmse,paired_difference,relative_difference_pct
AB,hf500_lfx10,388,FPCA-NARGP,0.007512210868299007,0.010971899144351482,0.003459688276052475,46.054195451995525
AB,hf500_lfx10,388,MF-DeepONet,0.007512210868299007,0.009512001078487698,0.0019997902101886907,26.620528167382282
AB,hf500_lfx10,210,HF-only,0.006764060817658901,0.011815614067018032,0.005051553249359131,74.68225649555168
AB,hf500_lfx10,210,AR1/co-kriging,0.006764060817658901,0.010703758336603642,0.00393969751894474,58.244560851070275
AB,hf500_lfx10,210,FPCA-NARGP,0.006764060817658901,0.010658801533281803,0.003894740715622902,57.579918640809986
AB,hf500_lfx10,210,MF-DeepONet,0.006764060817658901,0.008506394902130072,0.0017423340844711713,25.758699270155407
AB,hf500_lfx10,344,HF-only,0.00763056892901659,0.011882495135068893,0.004251926206052303,55.72226980197506
AB,hf500_lfx10,344,AR1/co-kriging,0.00763056892901659,0.010579881258308887,0.0029493123292922974,38.65127694577287
AB,hf500_lfx10,344,FPCA-NARGP,0.00763056892901659,0.010801407508552074,0.0031708385795354843,41.55441893038682
AB,hf500_lfx10,344,MF-DeepONet,0.00763056892901659,0.007801067366811068,0.00017049843779447758,2.234413179155319
AB,hf500_lfx10,333,HF-only,0.009502704255282879,0.011801496148109436,0.002298791892826557,24.190923247438537
AB,hf500_lfx10,333,AR1/co-kriging,0.009502704255282879,0.010699647478759289,0.00119694322347641,12.595816846672758
AB,hf500_lfx10,333,FPCA-NARGP,0.009502704255282879,0.010736933909356594,0.0012342296540737152,12.988193896359183
AB,hf500_lfx10,333,MF-DeepONet,0.009502704255282879,0.008166776474825716,-0.001335927780457163,-14.058395847839579
AB,hf500_lfx10,311,HF-only,0.007749941665679216,0.011821366846561432,0.0040714251808822155,52.53491389377303
AB,hf500_lfx10,311,AR1/co-kriging,0.007749941665679216,0.010649841278791428,0.0028998996131122112,37.41834117222429
AB,hf500_lfx10,311,FPCA-NARGP,0.007749941665679216,0.010739900171756744,0.002989958506077528,38.580400150863376
AB,hf500_lfx10,311,MF-DeepONet,0.007749941665679216,0.008557388487971666,0.0008074468222924493,10.418747096745836
AB,hf500_lfx10,355,HF-only,0.007990914396941662,0.011753134429454803,0.0037622200325131416,47.081220566610554
AB,hf500_lfx10,355,AR1/co-kriging,0.007990914396941662,0.010626951232552528,0.0026360368356108665,32.98792484399218
AB,hf500_lfx10,355,FPCA-NARGP,0.007990914396941662,0.010990344919264317,0.0029994305223226547,37.53551062279703
AB,hf500_lfx10,355,MF-DeepONet,0.007990914396941662,0.009387044952127433,0.0013961305551857713,17.471474299863704
AB,hf500_lfx10,240,HF-only,0.007990270853042603,0.011788083240389824,0.0037978123873472214,47.53045869403862
AB,hf500_lfx10,240,AR1/co-kriging,0.007990270853042603,0.010697392746806145,0.002707121893763542,33.88022688533395
AB,hf500_lfx10,240,FPCA-NARGP,0.007990270853042603,0.010757806710898876,0.0027675358578562737,34.63632095528311
AB,hf500_lfx10,240,MF-DeepONet,0.007990270853042603,0.008634575001342007,0.0006443041482994041,8.063608357582279
AB,hf500_lfx10,220,HF-only,0.00788972619920969,0.011896636337041855,0.004006910137832165,50.7864282823089
AB,hf500_lfx10,220,AR1/co-kriging,0.00788972619920969,0.010657381266355515,0.0027676550671458244,35.0792283187604
AB,hf500_lfx10,220,FPCA-NARGP,0.00788972619920969,0.010745851323008537,0.002856125123798847,36.200560725224456
AB,hf500_lfx10,220,MF-DeepONet,0.00788972619920969,0.008549848044268457,0.0006601218450587674,8.366853657417051
AB,hf500_lfx10,322,HF-only,0.0078049455769360065,0.011811266653239727,0.0040063210763037205,51.33054467596281
AB,hf500_lfx10,322,AR1/co-kriging,0.0078049455769360065,0.010519207455217838,0.0027142618782818317,34.77617943041919
AB,hf500_lfx10,322,FPCA-NARGP,0.0078049455769360065,0.010529251769185066,0.0027243061922490597,34.90487108967828
AB,hf500_lfx10,322,MF-DeepONet,0.0078049455769360065,0.009837694427965463,0.002032748851029456,26.044369316761514
AB,hf500_lfx10,399,HF-only,0.007610529661178589,0.011756041087210178,0.0041455114260315895,54.4707347660426
AB,hf500_lfx10,399,AR1/co-kriging,0.007610529661178589,0.01070574764162302,0.0030952179804444313,40.67020454874749
AB,hf500_lfx10,399,FPCA-NARGP,0.007610529661178589,0.010857073590159416,0.0032465439289808273,42.658580591854076
AB,hf500_lfx10,399,MF-DeepONet,0.007610529661178589,0.008917281157876088,0.0013067514966974992,17.1703094905898
AB,hf500_lfx10,200,HF-only,0.008168715052306652,0.01175322849303484,0.0035845134407281876,43.88099496402443
AB,hf500_lfx10,200,AR1/co-kriging,0.008168715052306652,0.010765506885945797,0.002596791833639145,31.78947750057547
AB,hf500_lfx10,200,FPCA-NARGP,0.008168715052306652,0.01090904138982296,0.002740326337516308,33.54660212737503
AB,hf500_lfx10,200,MF-DeepONet,0.008168715052306652,0.008859762769688213,0.0006910477173815606,8.45968690248811
AB,hf500_lfx10,366,HF-only,0.008156194351613522,0.011881946586072445,0.0037257522344589233,45.6800325475553
AB,hf500_lfx10,366,AR1/co-kriging,0.008156194351613522,0.010652359575033188,0.0024961652234196663,30.604533386650548
AB,hf500_lfx10,366,FPCA-NARGP,0.008156194351613522,0.010776868090033531,0.0026206737384200096,32.13108498207338
AB,hf500_lfx10,366,MF-DeepONet,0.008156194351613522,0.009310905973358105,0.0011547116217445839,14.157480461658565
AB,hf500_lfx10,250,HF-only,0.00813372153788805,0.011853421106934547,0.0037196995690464973,45.731828311549634
AB,hf500_lfx10,250,AR1/co-kriging,0.00813372153788805,0.010526243597269058,0.002392522059381008,29.4148508556175
AB,hf500_lfx10,250,FPCA-NARGP,0.00813372153788805,0.010635768063366413,0.002502046525478363,30.761398872871034
AB,hf500_lfx10,250,MF-DeepONet,0.00813372153788805,0.008312652570721977,0.00017893103283392678,2.1998667153828686
AB,hf500_lfx10,260,HF-only,0.006878288928419352,0.011778092011809349,0.0048998030833899975,71.23578457347509
AB,hf500_lfx10,260,AR1/co-kriging,0.006878288928419352,0.010696773417294025,0.003818484488874674,55.51503475083259
AB,hf500_lfx10,260,FPCA-NARGP,0.006878288928419352,0.010652530938386917,0.0037742420099675655,54.87181549430631
AB,hf500_lfx10,260,MF-DeepONet,0.006878288928419352,0.007886313242419302,0.0010080243139999508,14.655160963579895
AB,hf500_lfx10,290,HF-only,0.007297110743820667,0.011857431381940842,0.004560320638120174,62.49488048378519
AB,hf500_lfx10,290,AR1/co-kriging,0.007297110743820667,0.010700371116399765,0.0034032603725790977,46.63846407238706
AB,hf500_lfx10,290,FPCA-NARGP,0.007297110743820667,0.010696638375520706,0.003399527631700039,46.58731038964735
AB,hf500_lfx10,290,MF-DeepONet,0.007297110743820667,0.00866744776130095,0.001370337017480282,18.779172546349383
AB,hf500_lfx10,377,HF-only,0.008125407621264458,0.011722113005816936,0.003596705384552479,44.264922477732476
AB,hf500_lfx10,377,AR1/co-kriging,0.008125407621264458,0.010691899806261063,0.002566492184996605,31.586011491657487
AB,hf500_lfx10,377,FPCA-NARGP,0.008125407621264458,0.010799383744597435,0.0026739761233329773,32.908824368824206
AB,hf500_lfx10,377,MF-DeepONet,0.008125407621264458,0.010090737721068567,0.001965330099804109,24.187464696057535
AB,hf500_lfx10,300,HF-only,0.008668444119393826,0.011913834139704704,0.0032453900203108788,37.43912950941218
AB,hf500_lfx10,300,AR1/co-kriging,0.008668444119393826,0.01079939492046833,0.002130950801074505,24.582852144215238
AB,hf500_lfx10,300,FPCA-NARGP,0.008668444119393826,0.010752599686384201,0.0020841555669903755,24.043017850544995
AB,hf500_lfx10,300,MF-DeepONet,0.008668444119393826,0.009331580931698662,0.0006631368123048362,7.650009657687089
AB,hf500_lfx10,280,HF-only,0.007659371010959148,0.011738854460418224,0.004079483449459076,53.26133756443038
AB,hf500_lfx10,280,AR1/co-kriging,0.007659371010959148,0.010621177963912487,0.0029618069529533386,38.669062364462285
AB,hf500_lfx10,280,FPCA-NARGP,0.007659371010959148,0.010519741103053093,0.0028603700920939445,37.344712614146545
AB,hf500_lfx10,280,MF-DeepONet,0.007659371010959148,0.009127125063109792,0.0014677540521506431,19.16285358224008
AB,hf500_lfx10,270,HF-only,0.008161288686096668,0.01183465588837862,0.003673367202281952,45.00964668165449
AB,hf500_lfx10,270,AR1/co-kriging,0.008161288686096668,0.010610301978886127,0.0024490132927894592,30.00767877457302
AB,hf500_lfx10,270,FPCA-NARGP,0.008161288686096668,0.01084591168910265,0.0026846230030059814,32.89459675136142
AB,hf500_lfx10,270,MF-DeepONet,0.008161288686096668,0.008213558774316199,5.227008821953073e-05,0.640463659968021
AB,hf500_lfx10,230,HF-only,0.008363132365047932,0.01179023738950491,0.003427105024456978,40.97872513389708
AB,hf500_lfx10,230,AR1/co-kriging,0.008363132365047932,0.010637626983225346,0.002274494618177414,27.196683238964592
AB,hf500_lfx10,230,FPCA-NARGP,0.008363132365047932,0.010514507070183754,0.0021513747051358223,25.724508607887998
AB,hf500_lfx10,230,MF-DeepONet,0.008363132365047932,0.008285409610762963,-7.772275428496837e-05,-0.9293498045038167
AB,hf200_lfx10,388,HF-only,0.011502068489789963,0.01600230298936367,0.004500234499573708,39.125436468826706
AB,hf200_lfx10,388,AR1/co-kriging,0.011502068489789963,0.01344622764736414,0.0019441591575741768,16.902691540221202
AB,hf200_lfx10,388,FPCA-NARGP,0.011502068489789963,0.0143260657787323,0.002823997288942337,24.55208201419696
AB,hf200_lfx10,388,MF-DeepONet,0.011502068489789963,0.013243332983615743,0.00174126449382578,15.138707401816008
AB,hf200_lfx10,210,HF-only,0.009450789541006088,0.016007427126169205,0.0065566375851631165,69.37661194035145
AB,hf200_lfx10,210,AR1/co-kriging,0.009450789541006088,0.01348600909113884,0.0040352195501327515,42.69716866114003
AB,hf200_lfx10,210,FPCA-NARGP,0.009450789541006088,0.014270950108766556,0.0048201605677604675,51.00272889208085
AB,hf200_lfx10,210,MF-DeepONet,0.009450789541006088,0.013046438914725208,0.0035956493737191193,38.04602100298535
AB,hf200_lfx10,344,HF-only,0.009943941608071327,0.016047701239585876,0.006103759631514549,61.381692211066806
AB,hf200_lfx10,344,AR1/co-kriging,0.009943941608071327,0.013476969674229622,0.0035330280661582947,35.529453062059375
AB,hf200_lfx10,344,FPCA-NARGP,0.009943941608071327,0.014094612561166286,0.004150670953094959,41.740701189616104
AB,hf200_lfx10,344,MF-DeepONet,0.009943941608071327,0.012610647324929844,0.002666705716858517,26.817391150949618
AB,hf200_lfx10,333,HF-only,0.009691768325865269,0.016065435484051704,0.006373667158186436,65.76371766106371
AB,hf200_lfx10,333,AR1/co-kriging,0.009691768325865269,0.0134583730250597,0.0037666046991944313,38.86395725269417
AB,hf200_lfx10,333,FPCA-NARGP,0.009691768325865269,0.014177010394632816,0.004485242068767548,46.278882428476855
AB,hf200_lfx10,333,MF-DeepONet,0.009691768325865269,0.01205118529525449,0.0023594169693892213,24.34454570165941
AB,hf200_lfx10,311,HF-only,0.009587767533957958,0.016045283526182175,0.0064575159922242165,67.35161203432378
AB,hf200_lfx10,311,AR1/co-kriging,0.009587767533957958,0.013462159782648087,0.0038743922486901283,40.40974330017707
AB,hf200_lfx10,311,FPCA-NARGP,0.009587767533957958,0.014280470088124275,0.004692702554166317,48.94468433392551
AB,hf200_lfx10,311,MF-DeepONet,0.009587767533957958,0.01163487323978138,0.002047105705823421,21.351223823199522
AB,hf200_lfx10,355,HF-only,0.009404066018760204,0.015969833359122276,0.006565767340362072,69.81838842117867
AB,hf200_lfx10,355,AR1/co-kriging,0.009404066018760204,0.013373487628996372,0.003969421610236168,42.20963147555063
AB,hf200_lfx10,355,FPCA-NARGP,0.009404066018760204,0.01455279253423214,0.005148726515471935,54.75000393660277
AB,hf200_lfx10,355,MF-DeepONet,0.009404066018760204,0.012309498411405901,0.0029054323926456967,30.895491235914754
AB,hf200_lfx10,240,HF-only,0.011318374425172806,0.016140002757310867,0.0048216283321380615,42.600007306830605
AB,hf200_lfx10,240,AR1/co-kriging,0.011318374425172806,0.013369008898735046,0.0020506344735622406,18.11774727121145
AB,hf200_lfx10,240,FPCA-NARGP,0.011318374425172806,0.014117038808763027,0.0027986643835902214,24.726734409543905
AB,hf200_lfx10,240,MF-DeepONet,0.011318374425172806,0.011708063177167176,0.00038968875199437043,3.4429745593826366
AB,hf200_lfx10,220,HF-only,0.00864645279943943,0.016034478321671486,0.007388025522232056,85.44573935233925
AB,hf200_lfx10,220,AR1/co-kriging,0.00864645279943943,0.013458412140607834,0.004811959341168404,55.65240975444143
AB,hf200_lfx10,220,FPCA-NARGP,0.00864645279943943,0.014198293909430504,0.005551841109991074,64.20946530062608
AB,hf200_lfx10,220,MF-DeepONet,0.00864645279943943,0.011748972608222667,0.0031025198087832363,35.88199555064222
AB,hf200_lfx10,322,HF-only,0.009909099899232388,0.01610569655895233,0.006196596659719944,62.53440496850744
AB,hf200_lfx10,322,AR1/co-kriging,0.009909099899232388,0.013481242582201958,0.00357214268296957,36.049113635904384
AB,hf200_lfx10,322,FPCA-NARGP,0.009909099899232388,0.014265848323702812,0.004356748424470425,43.96714604530248
AB,hf200_lfx10,322,MF-DeepONet,0.009909099899232388,0.013851219103738134,0.0039421192045057465,39.78281826395881
AB,hf200_lfx10,399,HF-only,0.009695060551166534,0.016038058325648308,0.006342997774481773,65.42504547553926
AB,hf200_lfx10,399,AR1/co-kriging,0.009695060551166534,0.013376819901168346,0.003681759350001812,37.975619962051844
AB,hf200_lfx10,399,FPCA-NARGP,0.009695060551166534,0.014437110163271427,0.004742049612104893,48.91201645495981
AB,hf200_lfx10,399,MF-DeepONet,0.009695060551166534,0.012802356105369358,0.0031072955542028238,32.0502954860756
AB,hf200_lfx10,200,HF-only,0.009049233980476856,0.015965482220053673,0.0069162482395768166,76.42910167311598
AB,hf200_lfx10,200,AR1/co-kriging,0.009049233980476856,0.013377847149968147,0.004328613169491291,47.834028591038724
AB,hf200_lfx10,200,FPCA-NARGP,0.009049233980476856,0.014115755446255207,0.005066521465778351,55.98840163387362
AB,hf200_lfx10,200,MF-DeepONet,0.009049233980476856,0.013169115124899633,0.004119881144422776,45.52740213493381
AB,hf200_lfx10,366,HF-only,0.010195749811828136,0.016044126823544502,0.005848377011716366,57.36093097274353
AB,hf200_lfx10,366,AR1/co-kriging,0.010195749811828136,0.013396092690527439,0.0032003428786993027,31.38898990034622
AB,hf200_lfx10,366,FPCA-NARGP,0.010195749811828136,0.014564290642738342,0.004368540830910206,42.84668525155689
AB,hf200_lfx10,366,MF-DeepONet,0.010195749811828136,0.013015992895288802,0.0028202430834606655,27.66096790830321
AB,hf200_lfx10,250,HF-only,0.009556514210999012,0.0161314494907856,0.006574935279786587,68.80055985496475
AB,hf200_lfx10,250,AR1/co-kriging,0.009556514210999012,0.013387808576226234,0.0038312943652272224,40.090918933784636
AB,hf200_lfx10,250,FPCA-NARGP,0.009556514210999012,0.01459437608718872,0.005037861876189709,52.7165215784581
AB,hf200_lfx10,250,MF-DeepONet,0.009556514210999012,0.01386322528229553,0.0043067110712965186,45.06571095075373
AB,hf200_lfx10,260,HF-only,0.010403190739452839,0.016034293919801712,0.005631103180348873,54.12861612729638
AB,hf200_lfx10,260,AR1/co-kriging,0.010403190739452839,0.01333514042198658,0.002931949682533741,28.183177219030288
AB,hf200_lfx10,260,FPCA-NARGP,0.010403190739452839,0.01433718204498291,0.003933991305530071,37.81523769059512
AB,hf200_lfx10,260,MF-DeepONet,0.010403190739452839,0.011657082845833406,0.001253892106380567,12.052956999291892
AB,hf200_lfx10,290,HF-only,0.009209434501826763,0.016034932807087898,0.006825498305261135,74.11419565345999
AB,hf200_lfx10,290,AR1/co-kriging,0.009209434501826763,0.013442950323224068,0.0042335158213973045,45.969335256769064
AB,hf200_lfx10,290,FPCA-NARGP,0.009209434501826763,0.01418378297239542,0.004974348470568657,54.013614729351254
AB,hf200_lfx10,290,MF-DeepONet,0.009209434501826763,0.013107585514583632,0.0038981510127568692,42.32779995322884
AB,hf200_lfx10,377,HF-only,0.0090317502617836,0.0159675944596529,0.006935844197869301,76.79402105721647
AB,hf200_lfx10,377,AR1/co-kriging,0.0090317502617836,0.013456631451845169,0.004424881190061569,48.9925104415779
AB,hf200_lfx10,377,FPCA-NARGP,0.0090317502617836,0.014367041178047657,0.005335290916264057,59.072613409601054
AB,hf200_lfx10,377,MF-DeepONet,0.0090317502617836,0.013291632234327163,0.004259881972543563,47.16563068144797
AB,hf200_lfx10,300,HF-only,0.009606522507965565,0.01601710170507431,0.006410579197108746,66.73152737416898
AB,hf200_lfx10,300,AR1/co-kriging,0.009606522507965565,0.01343682873994112,0.0038303062319755554,39.87193314541793
AB,hf200_lfx10,300,FPCA-NARGP,0.009606522507965565,0.014330161735415459,0.004723639227449894,49.171167022542576
AB,hf200_lfx10,300,MF-DeepONet,0.009606522507965565,0.013715588290977763,0.004109065783012199,42.77370692261463
AB,hf200_lfx10,280,HF-only,0.00973452813923359,0.01609629951417446,0.006361771374940872,65.35264251074159
AB,hf200_lfx10,280,AR1/co-kriging,0.00973452813923359,0.013296443037688732,0.003561914898455143,36.590524445652036
AB,hf200_lfx10,280,FPCA-NARGP,0.00973452813923359,0.014274965971708298,0.0045404378324747086,46.64260832710668
AB,hf200_lfx10,280,MF-DeepONet,0.00973452813923359,0.012997791194604764,0.0032632630553711753,33.522560197027644
AB,hf200_lfx10,270,HF-only,0.009899408556520939,0.015990447252988815,0.0060910386964678764,61.52931926883235
AB,hf200_lfx10,270,AR1/co-kriging,0.009899408556520939,0.013394618406891823,0.003495209850370884,35.30725932175533
AB,hf200_lfx10,270,FPCA-NARGP,0.009899408556520939,0.014074140228331089,0.00417473167181015,42.17152618739198
AB,hf200_lfx10,270,MF-DeepONet,0.009899408556520939,0.013001201932434822,0.0031017933759138836,31.333118117149233
AB,hf200_lfx10,230,HF-only,0.010163158178329468,0.01607878878712654,0.005915630608797073,58.20661751984493
AB,hf200_lfx10,230,AR1/co-kriging,0.010163158178329468,0.013541307300329208,0.0033781491219997406,33.239167025884186
AB,hf200_lfx10,230,FPCA-NARGP,0.010163158178329468,0.014193140901625156,0.004029982723295689,39.652858418445895
AB,hf200_lfx10,230,MF-DeepONet,0.010163158178329468,0.011458926147131569,0.0012957679688021008,12.749658581178236
AB,hf400_lfx10,388,HF-only,0.009063645265996456,0.01290322095155716,0.0038395756855607033,42.36237819197771
AB,hf400_lfx10,388,AR1/co-kriging,0.009063645265996456,0.01195345539599657,0.0028898101300001144,31.88353080014776
AB,hf400_lfx10,388,FPCA-NARGP,0.009063645265996456,0.011563235893845558,0.002499590627849102,27.578204513659298
AB,hf400_lfx10,388,MF-DeepONet,0.009063645265996456,0.009849553939882386,0.0007859086738859298,8.670999921349273
AB,hf400_lfx10,210,HF-only,0.008563326671719551,0.012728598900139332,0.004165272228419781,48.640819019267624
AB,hf400_lfx10,210,AR1/co-kriging,0.008563326671719551,0.011741271242499352,0.0031779445707798004,37.11109820526858
AB,hf400_lfx10,210,FPCA-NARGP,0.008563326671719551,0.011653248220682144,0.003089921548962593,36.083191350939366
AB,hf400_lfx10,210,MF-DeepONet,0.008563326671719551,0.008672953438185565,0.00010962676646601374,1.2801890044444637
AB,hf400_lfx10,344,HF-only,0.009593039751052856,0.012713001109659672,0.0031199613586068153,32.52317763266219
AB,hf400_lfx10,344,AR1/co-kriging,0.009593039751052856,0.012000673450529575,0.002407633699476719,25.097714196508733
AB,hf400_lfx10,344,FPCA-NARGP,0.009593039751052856,0.011457214131951332,0.0018641743808984756,19.43257225316802
AB,hf400_lfx10,344,MF-DeepONet,0.009593039751052856,0.009142226223215213,-0.00045081352783764295,-4.699381421703848
AB,hf400_lfx10,333,HF-only,0.00848778709769249,0.012841102667152882,0.004353315569460392,51.28917018481643
AB,hf400_lfx10,333,AR1/co-kriging,0.00848778709769249,0.011793593876063824,0.003305806778371334,38.94780512661608
AB,hf400_lfx10,333,FPCA-NARGP,0.00848778709769249,0.011382855474948883,0.0028950683772563934,34.108635665984764
AB,hf400_lfx10,333,MF-DeepONet,0.00848778709769249,0.008767604914408731,0.0002798178167162414,3.2967110684516743
AB,hf400_lfx10,311,HF-only,0.009671863168478012,0.012803646735846996,0.0031317835673689842,32.38035436208316
AB,hf400_lfx10,311,AR1/co-kriging,0.009671863168478012,0.011976686306297779,0.002304823137819767,23.830187603682358
AB,hf400_lfx10,311,FPCA-NARGP,0.009671863168478012,0.01143671851605177,0.0017648553475737572,18.24731509152935
AB,hf400_lfx10,311,MF-DeepONet,0.009671863168478012,0.00894998826680592,-0.000721874901672092,-7.463659163673714
AB,hf400_lfx10,355,HF-only,0.009594759903848171,0.012729550711810589,0.0031347908079624176,32.67190465813685
AB,hf400_lfx10,355,AR1/co-kriging,0.009594759903848171,0.011853734031319618,0.002258974127471447,23.54383173846216
AB,hf400_lfx10,355,FPCA-NARGP,0.009594759903848171,0.011439952999353409,0.0018451930955052376,19.23125866615157
AB,hf400_lfx10,355,MF-DeepONet,0.009594759903848171,0.00896217562972099,-0.0006325842741271813,-6.593018277335639
AB,hf400_lfx10,240,HF-only,0.009063112549483776,0.01274114940315485,0.003678036853671074,40.582491209166
AB,hf400_lfx10,240,AR1/co-kriging,0.009063112549483776,0.012006165459752083,0.0029430529102683067,32.47287170052787
AB,hf400_lfx10,240,FPCA-NARGP,0.009063112549483776,0.011539673432707787,0.0024765608832240105,27.32572137554523
AB,hf400_lfx10,240,MF-DeepONet,0.009063112549483776,0.009473214199287112,0.00041010164980333566,4.524953734869976
AB,hf400_lfx10,220,HF-only,0.008829504251480103,0.012771476991474628,0.003941972739994526,44.64545944732659
AB,hf400_lfx10,220,AR1/co-kriging,0.008829504251480103,0.011855076998472214,0.003025572746992111,34.2666208749481
AB,hf400_lfx10,220,FPCA-NARGP,0.008829504251480103,0.011119754984974861,0.0022902507334947586,25.938610688259654
AB,hf400_lfx10,220,MF-DeepONet,0.008829504251480103,0.01026028305950895,0.0014307788080288476,16.204520291034505
AB,hf400_lfx10,322,HF-only,0.009021878242492676,0.012643648311495781,0.003621770069003105,40.14430223569985
AB,hf400_lfx10,322,AR1/co-kriging,0.009021878242492676,0.012021911330521107,0.003000033088028431,33.252866059512954
AB,hf400_lfx10,322,FPCA-NARGP,0.009021878242492676,0.011792793869972229,0.0027709156274795532,30.713289993525457
AB,hf400_lfx10,322,MF-DeepONet,0.009021878242492676,0.010337959273227795,0.0013160810307351195,14.587661187184194
AB,hf400_lfx10,399,HF-only,0.008063772693276405,0.012764543294906616,0.004700770601630211,58.29492943854588
AB,hf400_lfx10,399,AR1/co-kriging,0.008063772693276405,0.01198702771216631,0.003923255018889904,48.652847347261215
AB,hf400_lfx10,399,FPCA-NARGP,0.008063772693276405,0.011641294695436954,0.003577522002160549,44.36536269361234
AB,hf400_lfx10,399,MF-DeepONet,0.008063772693276405,0.009884738466635264,0.0018209657733588586,22.582057339949383
AB,hf400_lfx10,200,HF-only,0.00933980941772461,0.012717568315565586,0.0033777588978409767,36.165180109894315
AB,hf400_lfx10,200,AR1/co-kriging,0.00933980941772461,0.012088560499250889,0.0027487510815262794,29.43048362753357
AB,hf400_lfx10,200,FPCA-NARGP,0.00933980941772461,0.01164046861231327,0.002300659194588661,24.6328280555981
AB,hf400_lfx10,200,MF-DeepONet,0.00933980941772461,0.009149210903035757,-0.00019059851468885246,-2.040710962764876
AB,hf400_lfx10,366,HF-only,0.010553884319961071,0.012823945842683315,0.0022700615227222443,21.509251512533325
AB,hf400_lfx10,366,AR1/co-kriging,0.010553884319961071,0.01203899271786213,0.0014851083979010582,14.071675914546466
AB,hf400_lfx10,366,FPCA-NARGP,0.010553884319961071,0.011558017693459988,0.0010041333734989166,9.51434886963609
AB,hf400_lfx10,366,MF-DeepONet,0.010553884319961071,0.010047209614202881,-0.0005066747057581901,-4.800836264614837
AB,hf400_lfx10,250,HF-only,0.009478116407990456,0.012788784690201283,0.003310668282210827,34.92960140708752
AB,hf400_lfx10,250,AR1/co-kriging,0.009478116407990456,0.011956516653299332,0.002478400245308876,26.148658009934117
AB,hf400_lfx10,250,FPCA-NARGP,0.009478116407990456,0.01170242391526699,0.002224307507276535,23.467822207810713
AB,hf400_lfx10,250,MF-DeepONet,0.009478116407990456,0.01143991065515604,0.0019617942471655842,20.698144681064562
AB,hf400_lfx10,260,HF-only,0.008734638802707195,0.012832405976951122,0.004097767174243927,46.91398541830801
AB,hf400_lfx10,260,AR1/co-kriging,0.008734638802707195,0.01197329442948103,0.0032386556267738342,37.07830054483824
AB,hf400_lfx10,260,FPCA-NARGP,0.008734638802707195,0.011733274906873703,0.0029986361041665077,34.33039616059587
AB,hf400_lfx10,260,MF-DeepONet,0.008734638802707195,0.008832626441001492,9.798763829429666e-05,1.1218281660819973
AB,hf400_lfx10,290,HF-only,0.00862480141222477,0.012725578621029854,0.004100777208805084,47.546337739355415
AB,hf400_lfx10,290,AR1/co-kriging,0.00862480141222477,0.011944088153541088,0.0033192867413163185,38.48537007022064
AB,hf400_lfx10,290,FPCA-NARGP,0.00862480141222477,0.011730669066309929,0.0031058676540851593,36.01088889632764
AB,hf400_lfx10,290,MF-DeepONet,0.00862480141222477,0.010411494614205733,0.0017866932019809639,20.715760474768846
AB,hf400_lfx10,377,HF-only,0.00937321875244379,0.01271124929189682,0.0033380305394530296,35.612425439049275
AB,hf400_lfx10,377,AR1/co-kriging,0.00937321875244379,0.011835908517241478,0.0024626897647976875,26.273682817395187
AB,hf400_lfx10,377,FPCA-NARGP,0.00937321875244379,0.01157158613204956,0.00219836737960577,23.453708247581552
AB,hf400_lfx10,377,MF-DeepONet,0.00937321875244379,0.008469235047691112,-0.0009039837047526787,-9.64432526998254
AB,hf400_lfx10,300,HF-only,0.009061748161911964,0.012749053537845612,0.003687305375933647,40.69088337095932
AB,hf400_lfx10,300,AR1/co-kriging,0.009061748161911964,0.011952600441873074,0.002890852279961109,31.901706252573234
AB,hf400_lfx10,300,FPCA-NARGP,0.009061748161911964,0.011635323986411095,0.0025735758244991302,28.400434204476106
AB,hf400_lfx10,300,MF-DeepONet,0.009061748161911964,0.009236895824339371,0.00017514766242740683,1.932824211155874
AB,hf400_lfx10,280,HF-only,0.009139771573245525,0.012805658392608166,0.0036658868193626404,40.10917329809028
AB,hf400_lfx10,280,AR1/co-kriging,0.009139771573245525,0.012076552025973797,0.0029367804527282715,32.13188020283775
AB,hf400_lfx10,280,FPCA-NARGP,0.009139771573245525,0.011739887297153473,0.0026001157239079475,28.44836660381271
AB,hf400_lfx10,280,MF-DeepONet,0.009139771573245525,0.009397068338865389,0.00025729676561986325,2.8151334369563177
AB,hf400_lfx10,270,HF-only,0.009017624892294407,0.012741855345666409,0.0037242304533720016,41.29946075439853
AB,hf400_lfx10,270,AR1/co-kriging,0.009017624892294407,0.011899437755346298,0.0028818128630518913,31.957559750732266
AB,hf400_lfx10,270,FPCA-NARGP,0.009017624892294407,0.011731541715562344,0.0027139168232679367,30.095694328414442
AB,hf400_lfx10,270,MF-DeepONet,0.009017624892294407,0.008990785469584962,-2.683942270944456e-05,-0.297632946923518
AB,hf400_lfx10,230,HF-only,0.00978358369320631,0.012714782729744911,0.002931199036538601,29.960381885157442
AB,hf400_lfx10,230,AR1/co-kriging,0.00978358369320631,0.011906766332685947,0.002123182639479637,21.701481850193282
AB,hf400_lfx10,230,FPCA-NARGP,0.00978358369320631,0.011537614278495312,0.0017540305852890015,17.928303577624575
AB,hf400_lfx10,230,MF-DeepONet,0.00978358369320631,0.009289720745589728,-0.0004938629476165819,-5.047873694375597
AB,hf300_lfx10,388,HF-only,0.010448594577610493,0.013017329387366772,0.002568734809756279,24.58450072568255
