dataset,setting,seed,comparator,ours_rmse,comparator_rmse,paired_difference,relative_difference_pct
AB,hf300_lfx10,388,AR1/co-kriging,0.010448594577610493,0.012268725782632828,0.001820131205022335,17.419866294004336
AB,hf300_lfx10,388,FPCA-NARGP,0.010448594577610493,0.011542972177267075,0.0010943775996565819,10.473921554977752
AB,hf300_lfx10,388,MF-DeepONet,0.010448594577610493,0.010653492261019434,0.0002048976834089413,1.9610071181056363
AB,hf300_lfx10,210,HF-only,0.008897511288523674,0.012868563644587994,0.00397105235606432,44.63104600031611
AB,hf300_lfx10,210,AR1/co-kriging,0.008897511288523674,0.012483170256018639,0.0035856589674949646,40.299571995147396
AB,hf300_lfx10,210,FPCA-NARGP,0.008897511288523674,0.01180745754390955,0.0029099462553858757,32.70517070474783
AB,hf300_lfx10,210,MF-DeepONet,0.008897511288523674,0.011361030623713027,0.002463519335189353,27.687734865443637
AB,hf300_lfx10,344,HF-only,0.009503788314759731,0.012811794877052307,0.003308006562292576,34.80724162548024
AB,hf300_lfx10,344,AR1/co-kriging,0.009503788314759731,0.012233554385602474,0.002729766070842743,28.722925852665682
AB,hf300_lfx10,344,FPCA-NARGP,0.009503788314759731,0.011647241190075874,0.002143452875316143,22.55366811976738
AB,hf300_lfx10,344,MF-DeepONet,0.009503788314759731,0.0102490361564189,0.0007452478416591687,7.841587133225301
AB,hf300_lfx10,333,HF-only,0.009697739966213703,0.012959498912096024,0.0032617589458823204,33.6342174284532
AB,hf300_lfx10,333,AR1/co-kriging,0.009697739966213703,0.012323779985308647,0.002626040019094944,27.07888671220199
AB,hf300_lfx10,333,FPCA-NARGP,0.009697739966213703,0.01158406026661396,0.0018863203004002571,19.45113301627054
AB,hf300_lfx10,333,MF-DeepONet,0.009697739966213703,0.01036396643139601,0.0006662264651823065,6.869914717278421
AB,hf300_lfx10,311,HF-only,0.009529564529657364,0.012706120498478413,0.0031765559688210487,33.33369493364732
AB,hf300_lfx10,311,AR1/co-kriging,0.009529564529657364,0.012403778731822968,0.0028742142021656036,30.16102355171256
AB,hf300_lfx10,311,FPCA-NARGP,0.009529564529657364,0.011683107353746891,0.002153542824089527,22.598543903946446
AB,hf300_lfx10,311,MF-DeepONet,0.009529564529657364,0.011504489625486591,0.001974925095829227,20.72419038333786
AB,hf300_lfx10,355,HF-only,0.010267464444041252,0.012945041991770267,0.0026775775477290154,26.078274361913703
AB,hf300_lfx10,355,AR1/co-kriging,0.010267464444041252,0.012296915054321289,0.002029450610280037,19.765840157915846
AB,hf300_lfx10,355,FPCA-NARGP,0.010267464444041252,0.011704064905643463,0.001436600461602211,13.991774399919597
AB,hf300_lfx10,355,MF-DeepONet,0.010267464444041252,0.011226286772528056,0.0009588223284868035,9.33845287424646
AB,hf300_lfx10,240,HF-only,0.009729531593620777,0.012925781309604645,0.0031962497159838676,32.85101328083982
AB,hf300_lfx10,240,AR1/co-kriging,0.009729531593620777,0.012321759946644306,0.002592228353023529,26.64288951713912
AB,hf300_lfx10,240,FPCA-NARGP,0.009729531593620777,0.01165961753576994,0.0019300859421491623,19.83739837398374
AB,hf300_lfx10,240,MF-DeepONet,0.009729531593620777,0.012093901493960545,0.002364369900339768,24.30096328470715
AB,hf300_lfx10,220,HF-only,0.007965127937495708,0.012867075391113758,0.00490194745361805,61.54260787880396
AB,hf300_lfx10,220,AR1/co-kriging,0.007965127937495708,0.012311798520386219,0.0043466705828905106,54.57125882973744
AB,hf300_lfx10,220,FPCA-NARGP,0.007965127937495708,0.011662019416689873,0.0036968914791941643,46.41346012524304
AB,hf300_lfx10,220,MF-DeepONet,0.007965127937495708,0.01254555824753594,0.004580430310040231,57.506048188854955
AB,hf300_lfx10,322,HF-only,0.009213224984705448,0.01294668111950159,0.0037334561347961426,40.52279349515422
AB,hf300_lfx10,322,AR1/co-kriging,0.009213224984705448,0.012216335162520409,0.0030031101778149605,32.59564574619982
AB,hf300_lfx10,322,FPCA-NARGP,0.009213224984705448,0.011589931324124336,0.002376706339418888,25.796681871596263
AB,hf300_lfx10,322,MF-DeepONet,0.009213224984705448,0.010842893528331548,0.0016296685436260998,17.68836152738542
AB,hf300_lfx10,399,HF-only,0.009306954219937325,0.013002078048884869,0.003695123828947544,39.702825882949575
AB,hf300_lfx10,399,AR1/co-kriging,0.009306954219937325,0.012389488518238068,0.003082534298300743,33.12076352215582
AB,hf300_lfx10,399,FPCA-NARGP,0.009306954219937325,0.01149303000420332,0.002186075784265995,23.48862724158448
AB,hf300_lfx10,399,MF-DeepONet,0.009306954219937325,0.012611581644904989,0.0033046274249676644,35.5070772550756
AB,hf300_lfx10,200,HF-only,0.009518848732113838,0.01292792335152626,0.003409074619412422,35.81393838008153
AB,hf300_lfx10,200,AR1/co-kriging,0.009518848732113838,0.012310542166233063,0.0027916934341192245,29.32805754860732
AB,hf300_lfx10,200,FPCA-NARGP,0.009518848732113838,0.011755112558603287,0.0022362638264894485,23.49300728926327
AB,hf300_lfx10,200,MF-DeepONet,0.009518848732113838,0.011356252431568922,0.0018374036994550837,19.302793343655267
AB,hf300_lfx10,366,HF-only,0.008856797590851784,0.012957355007529259,0.004100557416677475,46.29842078487776
AB,hf300_lfx10,366,AR1/co-kriging,0.008856797590851784,0.012329118326306343,0.0034723207354545593,39.20514948925931
AB,hf300_lfx10,366,FPCA-NARGP,0.008856797590851784,0.011636410839855671,0.002779613249003887,31.383953629864582
AB,hf300_lfx10,366,MF-DeepONet,0.008856797590851784,0.010192966413804362,0.001336168822952578,15.086365125163427
AB,hf300_lfx10,250,HF-only,0.008840014226734638,0.01298499759286642,0.0041449833661317825,46.8888766445218
AB,hf300_lfx10,250,AR1/co-kriging,0.008840014226734638,0.012444869615137577,0.003604855388402939,40.77884148083001
AB,hf300_lfx10,250,FPCA-NARGP,0.008840014226734638,0.011662407778203487,0.002822393551468849,31.927477479992664
AB,hf300_lfx10,250,MF-DeepONet,0.008840014226734638,0.009980994412335735,0.0011409801856010968,12.906994902230569
AB,hf300_lfx10,260,HF-only,0.010258091613650322,0.013013109564781189,0.002755017951130867,26.85702228926087
AB,hf300_lfx10,260,AR1/co-kriging,0.010258091613650322,0.01241808570921421,0.0021599940955638885,21.05649059216443
AB,hf300_lfx10,260,FPCA-NARGP,0.010258091613650322,0.011511756107211113,0.001253664493560791,12.2212253582582
AB,hf300_lfx10,260,MF-DeepONet,0.010258091613650322,0.010800925057032345,0.0005428334433820233,5.291758582655679
AB,hf300_lfx10,290,HF-only,0.008531790226697922,0.012857155874371529,0.004325365647673607,50.69704637297046
AB,hf300_lfx10,290,AR1/co-kriging,0.008531790226697922,0.012453497387468815,0.003921707160770893,45.96581791824856
AB,hf300_lfx10,290,FPCA-NARGP,0.008531790226697922,0.011661005206406116,0.0031292149797081947,36.677120470170095
AB,hf300_lfx10,290,MF-DeepONet,0.008531790226697922,0.010944452636290866,0.002412662409592944,28.27850129323588
AB,hf300_lfx10,377,HF-only,0.009426279924809933,0.012853064574301243,0.00342678464949131,36.353520973549976
AB,hf300_lfx10,377,AR1/co-kriging,0.009426279924809933,0.01226805243641138,0.002841772511601448,30.147338443895705
AB,hf300_lfx10,377,FPCA-NARGP,0.009426279924809933,0.01160805020481348,0.0021817702800035477,23.1456130881615
AB,hf300_lfx10,377,MF-DeepONet,0.009426279924809933,0.010697751476041826,0.0012714715512318932,13.488582573125
AB,hf300_lfx10,300,HF-only,0.009592389687895775,0.013000739738345146,0.0034083500504493713,35.531813878977644
AB,hf300_lfx10,300,AR1/co-kriging,0.009592389687895775,0.012325276620686054,0.0027328869327902794,28.49015752809534
AB,hf300_lfx10,300,FPCA-NARGP,0.009592389687895775,0.011555308476090431,0.0019629187881946564,20.463292798368894
AB,hf300_lfx10,300,MF-DeepONet,0.009592389687895775,0.012135969385176382,0.002543579697280607,26.516642672370175
AB,hf300_lfx10,280,HF-only,0.009133394807577133,0.012943665497004986,0.0038102706894278526,41.718011426231385
AB,hf300_lfx10,280,AR1/co-kriging,0.009133394807577133,0.012421198189258575,0.0032878033816814423,35.997604953569464
AB,hf300_lfx10,280,FPCA-NARGP,0.009133394807577133,0.011436847038567066,0.002303452230989933,25.220110150926267
AB,hf300_lfx10,280,MF-DeepONet,0.009133394807577133,0.01047503377359907,0.001341638966021937,14.689378859533184
AB,hf300_lfx10,270,HF-only,0.008756781928241253,0.013000203296542168,0.004243421368300915,48.45868497210802
AB,hf300_lfx10,270,AR1/co-kriging,0.008756781928241253,0.012200272642076015,0.0034434907138347626,39.32370067055406
AB,hf300_lfx10,270,FPCA-NARGP,0.008756781928241253,0.011561862193048,0.0028050802648067474,32.03323193147201
AB,hf300_lfx10,270,MF-DeepONet,0.008756781928241253,0.01334088169293157,0.0045840997646903175,52.34913695756503
AB,hf300_lfx10,230,HF-only,0.010176713578402996,0.012874054722487926,0.0026973411440849304,26.505031543869162
AB,hf300_lfx10,230,AR1/co-kriging,0.010176713578402996,0.012282104231417179,0.002105390653014183,20.688315896816036
AB,hf300_lfx10,230,FPCA-NARGP,0.010176713578402996,0.011596165597438812,0.0014194520190358162,13.948039395037853
AB,hf300_lfx10,230,MF-DeepONet,0.010176713578402996,0.010110104193193154,-6.660938520984191e-05,-0.6545274630819937
AB,hf50_lfx10,388,HF-only,0.019871016964316368,0.02322443015873432,0.0033534131944179535,16.87590122055599
AB,hf50_lfx10,388,AR1/co-kriging,0.019871016964316368,0.0183907151222229,-0.0014803018420934677,-7.449552505298237
AB,hf50_lfx10,388,FPCA-NARGP,0.019871016964316368,0.019772149622440338,-9.886734187602997e-05,-0.49754545554247304
AB,hf50_lfx10,388,MF-DeepONet,0.019871016964316368,0.021672731275897188,0.0018017143115808196,9.067046315829083
AB,hf50_lfx10,210,HF-only,0.017312360927462578,0.02312922477722168,0.005816863849759102,33.59948347964383
AB,hf50_lfx10,210,AR1/co-kriging,0.017312360927462578,0.01839437521994114,0.0010820142924785614,6.249952256726369
AB,hf50_lfx10,210,FPCA-NARGP,0.017312360927462578,0.019766176119446754,0.0024538151919841766,14.17377561769575
AB,hf50_lfx10,210,MF-DeepONet,0.017312360927462578,0.024029431590676786,0.006717070663214208,38.79927579697652
AB,hf50_lfx10,344,HF-only,0.017068732529878616,0.023115454241633415,0.006046721711754799,35.425721864058055
AB,hf50_lfx10,344,AR1/co-kriging,0.017068732529878616,0.018471455201506615,0.0014027226716279984,8.218083382421915
AB,hf50_lfx10,344,FPCA-NARGP,0.017068732529878616,0.019807714968919754,0.0027389824390411377,16.04678281909088
AB,hf50_lfx10,344,MF-DeepONet,0.017068732529878616,0.021294220479423403,0.0042254879495447865,24.755721856606044
AB,hf50_lfx10,333,HF-only,0.01948055811226368,0.023108890280127525,0.003628332167863846,18.625401525738045
AB,hf50_lfx10,333,AR1/co-kriging,0.01948055811226368,0.01846003532409668,-0.0010205227881669998,-5.238673257130891
AB,hf50_lfx10,333,FPCA-NARGP,0.01948055811226368,0.019820619374513626,0.0003400612622499466,1.745644351102376
AB,hf50_lfx10,333,MF-DeepONet,0.01948055811226368,0.02326115796541901,0.00378059985315533,19.407040760168535
AB,hf50_lfx10,311,HF-only,0.016823943704366684,0.02321186289191246,0.006387919187545776,37.96921399521671
AB,hf50_lfx10,311,AR1/co-kriging,0.016823943704366684,0.018484722822904587,0.0016607791185379028,9.87152089736751
AB,hf50_lfx10,311,FPCA-NARGP,0.016823943704366684,0.01972838118672371,0.002904437482357025,17.263713748656762
AB,hf50_lfx10,311,MF-DeepONet,0.016823943704366684,0.02126704789754866,0.004443104193181977,26.4094095371275
AB,hf50_lfx10,355,HF-only,0.01928504928946495,0.02325902134180069,0.003973972052335739,20.606491550460508
AB,hf50_lfx10,355,AR1/co-kriging,0.01928504928946495,0.018436860293149948,-0.0008481889963150024,-4.398168672445923
AB,hf50_lfx10,355,FPCA-NARGP,0.01928504928946495,0.0197516568005085,0.0004666075110435486,2.4195297820599673
AB,hf50_lfx10,355,MF-DeepONet,0.01928504928946495,0.022438579085950955,0.0031535297964860043,16.352199826674628
AB,hf50_lfx10,240,HF-only,0.01811082474887371,0.023251142352819443,0.005140317603945732,28.382570508090208
AB,hf50_lfx10,240,AR1/co-kriging,0.01811082474887371,0.018444979563355446,0.00033415481448173523,1.845055755964487
AB,hf50_lfx10,240,FPCA-NARGP,0.01811082474887371,0.019665509462356567,0.0015546847134828568,8.584284454409183
AB,hf50_lfx10,240,MF-DeepONet,0.01811082474887371,0.02055423012066839,0.002443405371794681,13.491408622606397
AB,hf50_lfx10,220,HF-only,0.017490463331341743,0.023125313222408295,0.005634849891066551,32.21669880505267
AB,hf50_lfx10,220,AR1/co-kriging,0.017490463331341743,0.018443865701556206,0.0009534023702144623,5.450984071451263
AB,hf50_lfx10,220,FPCA-NARGP,0.017490463331341743,0.019810723140835762,0.0023202598094940186,13.265856744551002
AB,hf50_lfx10,220,MF-DeepONet,0.017490463331341743,0.028298262741168482,0.010807799409826738,61.792527762600116
AB,hf50_lfx10,322,HF-only,0.018729817122220993,0.023131616413593292,0.004401799291372299,23.501560440491538
AB,hf50_lfx10,322,AR1/co-kriging,0.018729817122220993,0.018395913764834404,-0.00033390335738658905,-1.7827368799583592
AB,hf50_lfx10,322,FPCA-NARGP,0.018729817122220993,0.019872650504112244,0.0011428333818912506,6.101679340666903
AB,hf50_lfx10,322,MF-DeepONet,0.018729817122220993,0.01965256896997425,0.0009227518477532559,4.926646329389443
AB,hf50_lfx10,399,HF-only,0.019024116918444633,0.023121541365981102,0.0040974244475364685,21.53805333042215
AB,hf50_lfx10,399,AR1/co-kriging,0.019024116918444633,0.018443888053297997,-0.000580228865146637,-3.049964776993576
AB,hf50_lfx10,399,FPCA-NARGP,0.019024116918444633,0.019831793382763863,0.0008076764643192291,4.245539847035711
AB,hf50_lfx10,399,MF-DeepONet,0.019024116918444633,0.026893917206529304,0.00786980028808467,41.36749328140739
AB,hf50_lfx10,200,HF-only,0.019173888489603996,0.023209594190120697,0.004035705700516701,21.04792516502244
AB,hf50_lfx10,200,AR1/co-kriging,0.019173888489603996,0.01833890937268734,-0.0008349791169166565,-4.354771946073321
AB,hf50_lfx10,200,FPCA-NARGP,0.019173888489603996,0.019681332632899284,0.0005074441432952881,2.6465374698012987
AB,hf50_lfx10,200,MF-DeepONet,0.019173888489603996,0.022585809067799202,0.003411920578195206,17.794619907407593
AB,hf50_lfx10,366,HF-only,0.0195667315274477,0.023209478706121445,0.003642747178673744,18.61704482204293
AB,hf50_lfx10,366,AR1/co-kriging,0.0195667315274477,0.01843395084142685,-0.0011327806860208511,-5.7893199200480465
AB,hf50_lfx10,366,FPCA-NARGP,0.0195667315274477,0.019824456423521042,0.00025772489607334137,1.31715864610199
AB,hf50_lfx10,366,MF-DeepONet,0.0195667315274477,0.02298185863166079,0.00341512710421309,17.45374335730236
AB,hf50_lfx10,250,HF-only,0.018258413299918175,0.023221148177981377,0.004962734878063202,27.180537522860448
AB,hf50_lfx10,250,AR1/co-kriging,0.018258413299918175,0.018347039818763733,8.862651884555817e-05,0.48540098961367767
AB,hf50_lfx10,250,FPCA-NARGP,0.018258413299918175,0.019739428535103798,0.0014810152351856232,8.111412590229078
AB,hf50_lfx10,250,MF-DeepONet,0.018258413299918175,0.025841246084004534,0.0075828327840863595,41.530622949149375
AB,hf50_lfx10,260,HF-only,0.02035018987953663,0.02311135083436966,0.0027611609548330307,13.568231899445559
AB,hf50_lfx10,260,AR1/co-kriging,0.02035018987953663,0.018374232575297356,-0.001975957304239273,-9.709773304013344
AB,hf50_lfx10,260,FPCA-NARGP,0.02035018987953663,0.01978863961994648,-0.0005615502595901489,-2.7594349876549424
