dataset,setting,method,seed,split,metric,value,source
AB,hf200_lfx10,Neural-GP MF (ours),377,val,nll_raw,-3.286584324865726,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,HF-only,377,val,nll_cal,-2.606576542786246,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,AR1/co-kriging,377,val,nll_cal,-2.7653286947213775,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,Neural-GP MF (ours),377,val,nll_cal,-3.286584324865726,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,HF-only,377,test,nll_raw,-2.8649282498165007,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,AR1/co-kriging,377,test,nll_raw,-2.8527481956264005,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,Neural-GP MF (ours),377,test,nll_raw,-3.3955221928050734,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,HF-only,377,test,nll_cal,-2.8649282498165007,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,AR1/co-kriging,377,test,nll_cal,-2.8527481956264005,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,Neural-GP MF (ours),377,test,nll_cal,-3.3955221928050734,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,HF-only,377,val,nlpd_raw,-2.606576542786246,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,AR1/co-kriging,377,val,nlpd_raw,-2.7653286947213775,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,Neural-GP MF (ours),377,val,nlpd_raw,-3.286584324865726,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,HF-only,377,val,nlpd_cal,-2.606576542786246,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,AR1/co-kriging,377,val,nlpd_cal,-2.7653286947213775,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,Neural-GP MF (ours),377,val,nlpd_cal,-3.286584324865726,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,HF-only,377,test,nlpd_raw,-2.8649282498165007,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,AR1/co-kriging,377,test,nlpd_raw,-2.8527481956264005,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,Neural-GP MF (ours),377,test,nlpd_raw,-3.3955221928050734,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,HF-only,377,test,nlpd_cal,-2.8649282498165007,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,AR1/co-kriging,377,test,nlpd_cal,-2.8527481956264005,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,Neural-GP MF (ours),377,test,nlpd_cal,-3.3955221928050734,result_out/final_runs/original/ab/hf200_lfx10/seed_377/ba0r377/report.json
AB,hf200_lfx10,HF-only,300,test,target_rmse,0.01601710170507431,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,AR1/co-kriging,300,test,target_rmse,0.01343682873994112,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,Neural-GP MF (ours),300,test,target_rmse,0.009606522507965565,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,HF-only,300,test,y_rmse,0.01601710170507431,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,AR1/co-kriging,300,test,y_rmse,0.01343682873994112,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,Neural-GP MF (ours),300,test,y_rmse,0.009606522507965565,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,HF-only,300,val,r2,0.9728120438445802,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,AR1/co-kriging,300,val,r2,0.9842514451927624,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,Neural-GP MF (ours),300,val,r2,0.9930717084766003,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,HF-only,300,test,r2,0.9819815546541892,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,AR1/co-kriging,300,test,r2,0.9873193087190821,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,Neural-GP MF (ours),300,test,r2,0.993518406723325,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,HF-only,300,val,nll_raw,-2.6055518393075925,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,AR1/co-kriging,300,val,nll_raw,-2.7683438631579587,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,Neural-GP MF (ours),300,val,nll_raw,-3.271513674019663,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,HF-only,300,val,nll_cal,-2.6055518393075925,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,AR1/co-kriging,300,val,nll_cal,-2.7683438631579587,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,Neural-GP MF (ours),300,val,nll_cal,-3.271513674019663,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,HF-only,300,test,nll_raw,-2.8625013450077583,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,AR1/co-kriging,300,test,nll_raw,-2.854452143238084,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,Neural-GP MF (ours),300,test,nll_raw,-3.394823199559539,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,HF-only,300,test,nll_cal,-2.8625013450077583,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,AR1/co-kriging,300,test,nll_cal,-2.854452143238084,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,Neural-GP MF (ours),300,test,nll_cal,-3.394823199559539,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,HF-only,300,val,nlpd_raw,-2.6055518393075925,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,AR1/co-kriging,300,val,nlpd_raw,-2.7683438631579587,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,Neural-GP MF (ours),300,val,nlpd_raw,-3.271513674019663,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,HF-only,300,val,nlpd_cal,-2.6055518393075925,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,AR1/co-kriging,300,val,nlpd_cal,-2.7683438631579587,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,Neural-GP MF (ours),300,val,nlpd_cal,-3.271513674019663,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,HF-only,300,test,nlpd_raw,-2.8625013450077583,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,AR1/co-kriging,300,test,nlpd_raw,-2.854452143238084,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,Neural-GP MF (ours),300,test,nlpd_raw,-3.394823199559539,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,HF-only,300,test,nlpd_cal,-2.8625013450077583,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,AR1/co-kriging,300,test,nlpd_cal,-2.854452143238084,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,Neural-GP MF (ours),300,test,nlpd_cal,-3.394823199559539,result_out/final_runs/original/ab/hf200_lfx10/seed_300/ba0r300/report.json
AB,hf200_lfx10,HF-only,280,test,target_rmse,0.01609629951417446,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,AR1/co-kriging,280,test,target_rmse,0.013296443037688732,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,Neural-GP MF (ours),280,test,target_rmse,0.00973452813923359,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,HF-only,280,test,y_rmse,0.01609629951417446,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,AR1/co-kriging,280,test,y_rmse,0.013296443037688732,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,Neural-GP MF (ours),280,test,y_rmse,0.00973452813923359,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,HF-only,280,val,r2,0.9728443875682637,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,AR1/co-kriging,280,val,r2,0.9838575130189245,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,Neural-GP MF (ours),280,val,r2,0.9917191925877459,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,HF-only,280,test,r2,0.9818029264849515,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,AR1/co-kriging,280,test,r2,0.9875828944907952,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,Neural-GP MF (ours),280,test,r2,0.9933445219567507,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,HF-only,280,val,nll_raw,-2.606949776249559,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,AR1/co-kriging,280,val,nll_raw,-2.766622955661538,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,Neural-GP MF (ours),280,val,nll_raw,-3.161445393301584,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,HF-only,280,val,nll_cal,-2.606949776249559,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,AR1/co-kriging,280,val,nll_cal,-2.766622955661538,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,Neural-GP MF (ours),280,val,nll_cal,-3.161445393301584,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,HF-only,280,test,nll_raw,-2.8607980729108946,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,AR1/co-kriging,280,test,nll_raw,-2.8554730138568134,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,Neural-GP MF (ours),280,test,nll_raw,-3.3280887177248086,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,HF-only,280,test,nll_cal,-2.8607980729108946,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,AR1/co-kriging,280,test,nll_cal,-2.8554730138568134,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,Neural-GP MF (ours),280,test,nll_cal,-3.3280887177248086,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,HF-only,280,val,nlpd_raw,-2.606949776249559,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,AR1/co-kriging,280,val,nlpd_raw,-2.766622955661538,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,Neural-GP MF (ours),280,val,nlpd_raw,-3.161445393301584,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,HF-only,280,val,nlpd_cal,-2.606949776249559,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,AR1/co-kriging,280,val,nlpd_cal,-2.766622955661538,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,Neural-GP MF (ours),280,val,nlpd_cal,-3.161445393301584,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,HF-only,280,test,nlpd_raw,-2.8607980729108946,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,AR1/co-kriging,280,test,nlpd_raw,-2.8554730138568134,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,Neural-GP MF (ours),280,test,nlpd_raw,-3.3280887177248086,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,HF-only,280,test,nlpd_cal,-2.8607980729108946,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,AR1/co-kriging,280,test,nlpd_cal,-2.8554730138568134,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,Neural-GP MF (ours),280,test,nlpd_cal,-3.3280887177248086,result_out/final_runs/original/ab/hf200_lfx10/seed_280/ba0r280/report.json
AB,hf200_lfx10,HF-only,270,test,target_rmse,0.015990447252988815,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,AR1/co-kriging,270,test,target_rmse,0.013394618406891823,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,Neural-GP MF (ours),270,test,target_rmse,0.009899408556520939,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,HF-only,270,test,y_rmse,0.015990447252988815,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,AR1/co-kriging,270,test,y_rmse,0.013394618406891823,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,Neural-GP MF (ours),270,test,y_rmse,0.009899408556520939,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,HF-only,270,val,r2,0.9725973872082961,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,AR1/co-kriging,270,val,r2,0.9841841989189292,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,Neural-GP MF (ours),270,val,r2,0.9934986213313233,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,HF-only,270,test,r2,0.9820414776262587,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,AR1/co-kriging,270,test,r2,0.9873988532202113,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,Neural-GP MF (ours),270,test,r2,0.993117156509664,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,HF-only,270,val,nll_raw,-2.613250386488465,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,AR1/co-kriging,270,val,nll_raw,-2.763967573848493,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,Neural-GP MF (ours),270,val,nll_raw,-3.270253854468858,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,HF-only,270,val,nll_cal,-2.613250386488465,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,AR1/co-kriging,270,val,nll_cal,-2.763967573848493,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,Neural-GP MF (ours),270,val,nll_cal,-3.270253854468858,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,HF-only,270,test,nll_raw,-2.863674197187531,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,AR1/co-kriging,270,test,nll_raw,-2.8540159745394686,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,Neural-GP MF (ours),270,test,nll_raw,-3.35281067183849,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,HF-only,270,test,nll_cal,-2.863674197187531,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,AR1/co-kriging,270,test,nll_cal,-2.8540159745394686,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,Neural-GP MF (ours),270,test,nll_cal,-3.35281067183849,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,HF-only,270,val,nlpd_raw,-2.613250386488465,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,AR1/co-kriging,270,val,nlpd_raw,-2.763967573848493,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,Neural-GP MF (ours),270,val,nlpd_raw,-3.270253854468858,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,HF-only,270,val,nlpd_cal,-2.613250386488465,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,AR1/co-kriging,270,val,nlpd_cal,-2.763967573848493,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,Neural-GP MF (ours),270,val,nlpd_cal,-3.270253854468858,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,HF-only,270,test,nlpd_raw,-2.863674197187531,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,AR1/co-kriging,270,test,nlpd_raw,-2.8540159745394686,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,Neural-GP MF (ours),270,test,nlpd_raw,-3.35281067183849,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,HF-only,270,test,nlpd_cal,-2.863674197187531,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,AR1/co-kriging,270,test,nlpd_cal,-2.8540159745394686,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,Neural-GP MF (ours),270,test,nlpd_cal,-3.35281067183849,result_out/final_runs/original/ab/hf200_lfx10/seed_270/ba0r270/report.json
AB,hf200_lfx10,HF-only,230,test,target_rmse,0.01607878878712654,result_out/final_runs/original/ab/hf200_lfx10/seed_230/ba0r230/report.json
AB,hf200_lfx10,AR1/co-kriging,230,test,target_rmse,0.013541307300329208,result_out/final_runs/original/ab/hf200_lfx10/seed_230/ba0r230/report.json
AB,hf200_lfx10,Neural-GP MF (ours),230,test,target_rmse,0.010163158178329468,result_out/final_runs/original/ab/hf200_lfx10/seed_230/ba0r230/report.json
AB,hf200_lfx10,HF-only,230,test,y_rmse,0.01607878878712654,result_out/final_runs/original/ab/hf200_lfx10/seed_230/ba0r230/report.json
AB,hf200_lfx10,AR1/co-kriging,230,test,y_rmse,0.013541307300329208,result_out/final_runs/original/ab/hf200_lfx10/seed_230/ba0r230/report.json
AB,hf200_lfx10,Neural-GP MF (ours),230,test,y_rmse,0.010163158178329468,result_out/final_runs/original/ab/hf200_lfx10/seed_230/ba0r230/report.json
AB,hf200_lfx10,HF-only,230,val,r2,0.9734703486407946,result_out/final_runs/original/ab/hf200_lfx10/seed_230/ba0r230/report.json
AB,hf200_lfx10,AR1/co-kriging,230,val,r2,0.9838782160751197,result_out/final_runs/original/ab/hf200_lfx10/seed_230/ba0r230/report.json
AB,hf200_lfx10,Neural-GP MF (ours),230,val,r2,0.9926110721536241,result_out/final_runs/original/ab/hf200_lfx10/seed_230/ba0r230/report.json
AB,hf200_lfx10,HF-only,230,test,r2,0.9818425009070241,result_out/final_runs/original/ab/hf200_lfx10/seed_230/ba0r230/report.json
AB,hf200_lfx10,AR1/co-kriging,230,test,r2,0.9871213430967342,result_out/final_runs/original/ab/hf200_lfx10/seed_230/ba0r230/report.json
AB,hf200_lfx10,Neural-GP MF (ours),230,test,r2,0.9927455110236568,result_out/final_runs/original/ab/hf200_lfx10/seed_230/ba0r230/report.json
AB,hf200_lfx10,HF-only,230,val,nll_raw,-2.6190279511286305,result_out/final_runs/original/ab/hf200_lfx10/seed_230/ba0r230/report.json
