dataset,setting,method,split,metric,n,mean,std,median,min,max,ci95_low,ci95_high
TM,hf300_lfx10,FPCA-NARGP,test,gaussian_nll,20,-2.2413798934311684,0.005808977936915084,-2.2407102359536477,-2.253622241065211,-2.233987742354379,-2.24409857879222,-2.2386612080701167
TM,hf300_lfx10,FPCA-NARGP,test,gaussian_nlpd,20,-2.2413798934311684,0.005808977936915084,-2.2407102359536477,-2.253622241065211,-2.233987742354379,-2.24409857879222,-2.2386612080701167
TM,hf300_lfx10,FPCA-NARGP,test,interval_width_raw,20,0.11475354395806789,0.0006927447452877155,0.11473696306347847,0.11366470903158188,0.1159762293100357,0.11442932943730155,0.11507775847883422
TM,hf300_lfx10,FPCA-NARGP,test,r2,20,0.9759836527350713,0.000321567949501902,0.9759588550852047,0.9755396729641942,0.9765001568874477,0.9758331543020614,0.9761341511680811
TM,hf300_lfx10,FPCA-NARGP,test,rmse,20,0.027193512953817844,0.0001822056684031979,0.027208125218749046,0.02690008096396923,0.027444304898381233,0.02710823807607378,0.02727878783156191
TM,hf300_lfx10,FPCA-NARGP,val,coverage_raw,20,0.9876466691493988,0.0007557571614993555,0.9874333441257477,0.9865999817848206,0.9897000193595886,0.987292963910062,0.9880003743887356
TM,hf300_lfx10,FPCA-NARGP,val,gaussian_nll,20,-2.3997296545245304,0.00308317292620565,-2.3995473866017765,-2.4058505357283972,-2.395111361135975,-2.4011726238714783,-2.3982866851775824
TM,hf300_lfx10,FPCA-NARGP,val,gaussian_nlpd,20,-2.3997296545245304,0.00308317292620565,-2.3995473866017765,-2.4058505357283972,-2.395111361135975,-2.4011726238714783,-2.3982866851775824
TM,hf300_lfx10,FPCA-NARGP,val,interval_width_raw,20,0.11290794089436532,0.0003709112719963527,0.11291303485631943,0.11202497035264969,0.11342107504606247,0.1127343490755675,0.11308153271316314
TM,hf300_lfx10,FPCA-NARGP,val,r2,20,0.9864950096675871,0.00014677032340259193,0.9865047476297957,0.9862121113674552,0.986724923406713,0.9864263190417998,0.9865637002933744
TM,hf300_lfx10,FPCA-NARGP,val,rmse,20,0.020141891948878766,0.00010938547930581224,0.020134910009801388,0.019969984889030457,0.020352046936750412,0.0200906979687105,0.020193085929047033
TM,hf300_lfx10,HF-only,test,nll_cal,20,-2.10618520259905,0.004593527412367295,-2.1063822722681156,-2.112028513050082,-2.095304398150893,-2.108335039604323,-2.104035365593777
TM,hf300_lfx10,HF-only,test,nll_raw,20,-2.10618520259905,0.004593527412367295,-2.1063822722681156,-2.112028513050082,-2.095304398150893,-2.108335039604323,-2.104035365593777
TM,hf300_lfx10,HF-only,test,nlpd_cal,20,-2.10618520259905,0.004593527412367295,-2.1063822722681156,-2.112028513050082,-2.095304398150893,-2.108335039604323,-2.104035365593777
TM,hf300_lfx10,HF-only,test,nlpd_raw,20,-2.10618520259905,0.004593527412367295,-2.1063822722681156,-2.112028513050082,-2.095304398150893,-2.108335039604323,-2.104035365593777
TM,hf300_lfx10,HF-only,test,r2,20,0.9708942888672288,0.0002808223098336811,0.9709808215705326,0.9703421840208881,0.971188403715883,0.9707628599805825,0.9710257177538751
TM,hf300_lfx10,HF-only,test,target_rmse,20,0.029936802759766578,0.0001441930616155712,0.029892594553530216,0.029785489663481712,0.03021973744034767,0.029869318329624698,0.030004287189908458
TM,hf300_lfx10,HF-only,test,y_rmse,20,0.029936802759766578,0.0001441930616155712,0.029892594553530216,0.029785489663481712,0.03021973744034767,0.029869318329624698,0.030004287189908458
TM,hf300_lfx10,HF-only,val,nll_cal,20,-2.2805347886670537,0.0018888802367778164,-2.280001433565205,-2.285295948854592,-2.27665954143392,-2.2814188118298677,-2.2796507655042397
TM,hf300_lfx10,HF-only,val,nll_raw,20,-2.2805347886670537,0.0018888802367778164,-2.280001433565205,-2.285295948854592,-2.27665954143392,-2.2814188118298677,-2.2796507655042397
TM,hf300_lfx10,HF-only,val,nlpd_cal,20,-2.2805347886670537,0.0018888802367778164,-2.280001433565205,-2.285295948854592,-2.27665954143392,-2.2814188118298677,-2.2796507655042397
TM,hf300_lfx10,HF-only,val,nlpd_raw,20,-2.2805347886670537,0.0018888802367778164,-2.280001433565205,-2.285295948854592,-2.27665954143392,-2.2814188118298677,-2.2796507655042397
TM,hf300_lfx10,HF-only,val,r2,20,0.9833442789167908,9.806315284941151e-05,0.9833486703381259,0.9831353505715902,0.9835541088292957,0.9832983839485183,0.9833901738850632
TM,hf300_lfx10,MF-DeepONet,test,r2,20,0.9855952691350982,0.0018892201027218588,0.9856747069461771,0.9821476187519791,0.9887928791845435,0.9847110869101263,0.9864794513600701
TM,hf300_lfx10,MF-DeepONet,test,rmse,20,0.021017820064060177,0.001378818679875622,0.02100258962488234,0.01857668068139709,0.023446021858601403,0.020372513058037504,0.02166312707008285
TM,hf300_lfx10,MF-DeepONet,val,r2,20,0.9910930718041314,0.0008528008204831345,0.9912410208804641,0.988984066341976,0.992725188564003,0.9906939487343386,0.9914921948739243
TM,hf300_lfx10,MF-DeepONet,val,rmse,20,0.01634019276711402,0.0007770437027203624,0.016220950766458367,0.014783255165913166,0.018191556455931956,0.01597652511982302,0.01670386041440502
TM,hf300_lfx10,Neural-GP MF (ours),test,nll_cal,20,-2.860474538426005,0.057359318846637544,-2.877807020157627,-2.956073153905982,-2.7344078511093577,-2.8873195259886644,-2.833629550863346
TM,hf300_lfx10,Neural-GP MF (ours),test,nll_raw,20,-2.860474538426005,0.057359318846637544,-2.877807020157627,-2.956073153905982,-2.7344078511093577,-2.8873195259886644,-2.833629550863346
TM,hf300_lfx10,Neural-GP MF (ours),test,nlpd_cal,20,-2.860474538426005,0.057359318846637544,-2.877807020157627,-2.956073153905982,-2.7344078511093577,-2.8873195259886644,-2.833629550863346
TM,hf300_lfx10,Neural-GP MF (ours),test,nlpd_raw,20,-2.860474538426005,0.057359318846637544,-2.877807020157627,-2.956073153905982,-2.7344078511093577,-2.8873195259886644,-2.833629550863346
TM,hf300_lfx10,Neural-GP MF (ours),test,r2,20,0.993858751253222,0.0008696628513532402,0.9941533853918613,0.9921796500077222,0.9950119377798798,0.9934517365100605,0.9942657659963835
TM,hf300_lfx10,Neural-GP MF (ours),test,target_rmse,20,0.013720156438648701,0.000951739493828246,0.013417509384453297,0.012393302284181118,0.01551794447004795,0.01327472864437829,0.014165584232919113
TM,hf300_lfx10,Neural-GP MF (ours),test,y_rmse,20,0.013720156438648701,0.000951739493828246,0.013417509384453297,0.012393302284181118,0.01551794447004795,0.01327472864437829,0.014165584232919113
TM,hf300_lfx10,Neural-GP MF (ours),val,nll_cal,20,-2.8873731226569563,0.03778916845152968,-2.8944860330661455,-2.9358344837952792,-2.8052904353013703,-2.9050589978989008,-2.869687247415012
TM,hf300_lfx10,Neural-GP MF (ours),val,nll_raw,20,-2.8873731226569563,0.03778916845152968,-2.8944860330661455,-2.9358344837952792,-2.8052904353013703,-2.9050589978989008,-2.869687247415012
TM,hf300_lfx10,Neural-GP MF (ours),val,nlpd_cal,20,-2.8873731226569563,0.03778916845152968,-2.8944860330661455,-2.9358344837952792,-2.8052904353013703,-2.9050589978989008,-2.869687247415012
TM,hf300_lfx10,Neural-GP MF (ours),val,nlpd_raw,20,-2.8873731226569563,0.03778916845152968,-2.8944860330661455,-2.9358344837952792,-2.8052904353013703,-2.9050589978989008,-2.869687247415012
TM,hf300_lfx10,Neural-GP MF (ours),val,r2,20,0.9938278233219838,0.0005283564703093446,0.9939113868685403,0.9927851217016999,0.9945761215477604,0.9935805448821539,0.9940751017618138
TM,hf400_lfx10,AR1/co-kriging,test,nll_cal,20,-2.3456949555715303,0.004184593875626842,-2.34727913884547,-2.3505746450871,-2.3369084591947744,-2.34765340579034,-2.3437365053527204
TM,hf400_lfx10,AR1/co-kriging,test,nll_raw,20,-2.3456949555715303,0.004184593875626842,-2.34727913884547,-2.3505746450871,-2.3369084591947744,-2.34765340579034,-2.3437365053527204
TM,hf400_lfx10,AR1/co-kriging,test,nlpd_cal,20,-2.3456949555715303,0.004184593875626842,-2.34727913884547,-2.3505746450871,-2.3369084591947744,-2.34765340579034,-2.3437365053527204
TM,hf400_lfx10,AR1/co-kriging,test,nlpd_raw,20,-2.3456949555715303,0.004184593875626842,-2.34727913884547,-2.3505746450871,-2.3369084591947744,-2.34765340579034,-2.3437365053527204
TM,hf400_lfx10,AR1/co-kriging,test,r2,20,0.9859603534783303,0.00020644398781448294,0.9860471938910818,0.9854803255176467,0.9861979489966464,0.9858637347179143,0.9860569722387463
TM,hf400_lfx10,AR1/co-kriging,test,target_rmse,20,0.02079160902649164,0.00015240989635808034,0.0207277312874794,0.020615454763174057,0.021144602447748184,0.020720278999315094,0.02086293905366819
TM,hf400_lfx10,AR1/co-kriging,test,y_rmse,20,0.02079160902649164,0.00015240989635808034,0.0207277312874794,0.020615454763174057,0.021144602447748184,0.020720278999315094,0.02086293905366819
TM,hf400_lfx10,AR1/co-kriging,val,nll_cal,20,-2.4370032270645376,0.0011363523015208606,-2.4367741692216027,-2.439947758121252,-2.4351548836101586,-2.437535056312418,-2.4364713978166574
TM,hf400_lfx10,AR1/co-kriging,val,nll_raw,20,-2.4370032270645376,0.0011363523015208606,-2.4367741692216027,-2.439947758121252,-2.4351548836101586,-2.437535056312418,-2.4364713978166574
TM,hf400_lfx10,AR1/co-kriging,val,nlpd_cal,20,-2.4370032270645376,0.0011363523015208606,-2.4367741692216027,-2.439947758121252,-2.4351548836101586,-2.437535056312418,-2.4364713978166574
TM,hf400_lfx10,AR1/co-kriging,val,nlpd_raw,20,-2.4370032270645376,0.0011363523015208606,-2.4367741692216027,-2.439947758121252,-2.4351548836101586,-2.437535056312418,-2.4364713978166574
TM,hf400_lfx10,AR1/co-kriging,val,r2,20,0.9909154902014647,5.392269125604895e-05,0.9909190803530279,0.9907949534425504,0.9910027746884095,0.990890253605124,0.9909407267978055
TM,hf400_lfx10,FPCA-NARGP,test,coverage_raw,20,0.9707300037145614,0.0015179965911862252,0.9707500040531158,0.9682000279426575,0.9739000201225281,0.9700195594409899,0.9714404479881329
TM,hf400_lfx10,FPCA-NARGP,test,gaussian_nll,20,-2.286053324697533,0.00617423893734712,-2.28568994934784,-2.298525259942738,-2.2757158395813857,-2.2889429574688904,-2.283163691926176
TM,hf400_lfx10,FPCA-NARGP,test,gaussian_nlpd,20,-2.286053324697533,0.00617423893734712,-2.28568994934784,-2.298525259942738,-2.2757158395813857,-2.2889429574688904,-2.283163691926176
TM,hf400_lfx10,FPCA-NARGP,test,interval_width_raw,20,0.11358948573470115,0.0005894158893623726,0.11368480324745178,0.11193495988845825,0.11460646986961365,0.11331363060710675,0.11386534086229555
TM,hf400_lfx10,FPCA-NARGP,test,r2,20,0.9790191269537614,0.0003829634437506453,0.978914875990856,0.9781844094034611,0.979686397132589,0.9788398945449539,0.9791983593625688
TM,hf400_lfx10,FPCA-NARGP,test,rmse,20,0.025416496954858304,0.00023196732972798783,0.02548057120293379,0.02501005120575428,0.025918185710906982,0.02530793290272685,0.025525061006989758
TM,hf400_lfx10,FPCA-NARGP,val,coverage_raw,20,0.9889037519693374,0.00041401303036200053,0.9889500141143799,0.9883249998092651,0.9897000193595886,0.9887099879066824,0.9890975160319925
TM,hf400_lfx10,FPCA-NARGP,val,gaussian_nll,20,-2.4306675060375023,0.0034202096607260646,-2.430763982319767,-2.4386851564020957,-2.4251512356802696,-2.4322682134316986,-2.429066798643306
TM,hf400_lfx10,FPCA-NARGP,val,gaussian_nlpd,20,-2.4306675060375023,0.0034202096607260646,-2.430763982319767,-2.4386851564020957,-2.4251512356802696,-2.4322682134316986,-2.429066798643306
TM,hf400_lfx10,FPCA-NARGP,val,interval_width_raw,20,0.11044477969408036,0.00029682200646271326,0.11032338812947273,0.11007183790206909,0.11105865240097046,0.11030586271891334,0.11058369666924737
TM,hf400_lfx10,FPCA-NARGP,val,r2,20,0.9877333730749009,0.00015679300650872077,0.9877095463199971,0.9875076720771392,0.9880435811830873,0.987659991689029,0.9878067544607729
TM,hf400_lfx10,FPCA-NARGP,val,rmse,20,0.019245095178484918,0.000123132069349313,0.019264142960309982,0.019000563770532608,0.019421717151999474,0.019187467596137143,0.019302722760832693
TM,hf400_lfx10,HF-only,test,nll_cal,20,-2.2013099315036446,0.005358885258886539,-2.2016625317435454,-2.2138782501382264,-2.191991777117123,-2.2038179670071547,-2.1988018960001345
TM,hf400_lfx10,HF-only,test,nll_raw,20,-2.2013099315036446,0.005358885258886539,-2.2016625317435454,-2.2138782501382264,-2.191991777117123,-2.2038179670071547,-2.1988018960001345
TM,hf400_lfx10,HF-only,test,nlpd_cal,20,-2.2013099315036446,0.005358885258886539,-2.2016625317435454,-2.2138782501382264,-2.191991777117123,-2.2038179670071547,-2.1988018960001345
TM,hf400_lfx10,HF-only,test,nlpd_raw,20,-2.2013099315036446,0.005358885258886539,-2.2016625317435454,-2.2138782501382264,-2.191991777117123,-2.2038179670071547,-2.1988018960001345
TM,hf400_lfx10,HF-only,test,r2,20,0.976566307010913,0.0002553503784504275,0.9765757086965763,0.9761196667350195,0.9771477151695094,0.9764467993551134,0.9766858146667126
TM,hf400_lfx10,HF-only,test,target_rmse,20,0.026861813757568596,0.00014645474965111136,0.026856804266572,0.026526864618062973,0.02711697854101658,0.026793270824843254,0.02693035669029394
TM,hf400_lfx10,HF-only,test,y_rmse,20,0.026861813757568596,0.00014645474965111136,0.026856804266572,0.026526864618062973,0.02711697854101658,0.026793270824843254,0.02693035669029394
TM,hf400_lfx10,HF-only,val,nll_cal,20,-2.359019769883963,0.0016252085146527006,-2.359023002976351,-2.363322763831196,-2.3560772955004063,-2.3597803908822566,-2.358259148885669
TM,hf400_lfx10,HF-only,val,nll_raw,20,-2.359019769883963,0.0016252085146527006,-2.359023002976351,-2.363322763831196,-2.3560772955004063,-2.3597803908822566,-2.358259148885669
TM,hf400_lfx10,HF-only,val,nlpd_cal,20,-2.359019769883963,0.0016252085146527006,-2.359023002976351,-2.363322763831196,-2.3560772955004063,-2.3597803908822566,-2.358259148885669
TM,hf400_lfx10,HF-only,val,nlpd_raw,20,-2.359019769883963,0.0016252085146527006,-2.359023002976351,-2.363322763831196,-2.3560772955004063,-2.3597803908822566,-2.358259148885669
TM,hf400_lfx10,HF-only,val,r2,20,0.9856738294883423,8.117820380818119e-05,0.9856686074272353,0.9855559057825027,0.9858322506496645,0.9856358369194728,0.9857118220572118
TM,hf400_lfx10,MF-DeepONet,test,r2,20,0.9879448455790628,0.0014381318456780762,0.9878196798257506,0.9850046952359924,0.9911221707029069,0.9872717791569542,0.9886179120011714
TM,hf400_lfx10,MF-DeepONet,test,rmse,20,0.019233454612263688,0.0011608512967877995,0.019366361228537486,0.016533868689526665,0.021488135676936373,0.018690159481655765,0.01977674974287161
TM,hf400_lfx10,MF-DeepONet,val,r2,20,0.9924935287703646,0.0005494822899312476,0.9925456886265687,0.9914707747001739,0.9934875948098868,0.9922363631426041,0.992750694398125
TM,hf400_lfx10,MF-DeepONet,val,rmse,20,0.015045546995422742,0.0005503599506249481,0.01500266436098906,0.014022861043399485,0.01604799265370646,0.014787970609813716,0.015303123381031769
TM,hf400_lfx10,Neural-GP MF (ours),test,nll_cal,20,-2.9252586138873236,0.04400493047770354,-2.927807067530879,-2.9967918830616416,-2.8261911277433778,-2.9458535553043954,-2.9046636724702517
TM,hf400_lfx10,Neural-GP MF (ours),test,nll_raw,20,-2.9252586138873236,0.04400493047770354,-2.927807067530879,-2.9967918830616416,-2.8261911277433778,-2.9458535553043954,-2.9046636724702517
TM,hf400_lfx10,Neural-GP MF (ours),test,nlpd_cal,20,-2.9252586138873236,0.04400493047770354,-2.927807067530879,-2.9967918830616416,-2.8261911277433778,-2.9458535553043954,-2.9046636724702517
TM,hf400_lfx10,Neural-GP MF (ours),test,nlpd_raw,20,-2.9252586138873236,0.04400493047770354,-2.927807067530879,-2.9967918830616416,-2.8261911277433778,-2.9458535553043954,-2.9046636724702517
TM,hf400_lfx10,Neural-GP MF (ours),test,r2,20,0.9945761591973893,0.0004886055740447304,0.9946369949148752,0.9936654185959293,0.9953970937193978,0.9943474847496793,0.9948048336450993
TM,hf400_lfx10,Neural-GP MF (ours),test,target_rmse,20,0.012910927506163716,0.0005808435296576823,0.012850632425397635,0.011905212886631489,0.013966257683932781,0.012639084366408131,0.0131827706459193
TM,hf400_lfx10,Neural-GP MF (ours),test,y_rmse,20,0.012910927506163716,0.0005808435296576823,0.012850632425397635,0.011905212886631489,0.013966257683932781,0.012639084366408131,0.0131827706459193
TM,hf400_lfx10,Neural-GP MF (ours),val,nll_cal,20,-2.9894485881612196,0.0443291912050456,-3.004325631456723,-3.0479803967654844,-2.8811445113843352,-3.0101952882701237,-2.9687018880523155
TM,hf400_lfx10,Neural-GP MF (ours),val,nll_raw,20,-2.9894485881612196,0.0443291912050456,-3.004325631456723,-3.0479803967654844,-2.8811445113843352,-3.0101952882701237,-2.9687018880523155
TM,hf400_lfx10,Neural-GP MF (ours),val,nlpd_cal,20,-2.9894485881612196,0.0443291912050456,-3.004325631456723,-3.0479803967654844,-2.8811445113843352,-3.0101952882701237,-2.9687018880523155
TM,hf400_lfx10,Neural-GP MF (ours),val,nlpd_raw,20,-2.9894485881612196,0.0443291912050456,-3.004325631456723,-3.0479803967654844,-2.8811445113843352,-3.0101952882701237,-2.9687018880523155
TM,hf400_lfx10,Neural-GP MF (ours),val,r2,20,0.9952124723972338,0.0005155377113965436,0.9952897234136397,0.9940721432569369,0.9958395155772508,0.9949711933212474,0.9954537514732201
TM,hf500_lfx10,AR1/co-kriging,test,nll_cal,20,-2.3707279363750766,0.0042349374243196986,-2.370681535831396,-2.378190247467132,-2.3639514443227605,-2.372709948099945,-2.368745924650208
TM,hf500_lfx10,AR1/co-kriging,test,nll_raw,20,-2.3707279363750766,0.0042349374243196986,-2.370681535831396,-2.378190247467132,-2.3639514443227605,-2.372709948099945,-2.368745924650208
TM,hf500_lfx10,AR1/co-kriging,test,nlpd_cal,20,-2.3707279363750766,0.0042349374243196986,-2.370681535831396,-2.378190247467132,-2.3639514443227605,-2.372709948099945,-2.368745924650208
TM,hf500_lfx10,AR1/co-kriging,test,nlpd_raw,20,-2.3707279363750766,0.0042349374243196986,-2.370681535831396,-2.378190247467132,-2.3639514443227605,-2.372709948099945,-2.368745924650208
TM,hf500_lfx10,AR1/co-kriging,test,r2,20,0.9874529157152908,0.00022651945594030242,0.9874739799526479,0.9870357717950038,0.9878503098257657,0.9873469013465763,0.9875589300840053
TM,hf500_lfx10,AR1/co-kriging,test,target_rmse,20,0.019655120745301246,0.000177314277840047,0.01963937282562256,0.019342103973031044,0.01997995190322399,0.01957213510880816,0.01973810638179433
TM,hf500_lfx10,AR1/co-kriging,test,y_rmse,20,0.019655120745301246,0.000177314277840047,0.01963937282562256,0.019342103973031044,0.01997995190322399,0.01957213510880816,0.01973810638179433
TM,hf500_lfx10,AR1/co-kriging,val,nll_cal,20,-2.4517088605464346,0.0015963093925025799,-2.4518129271038944,-2.454552925455477,-2.448387491189049,-2.452455956339229,-2.45096176475364
TM,hf500_lfx10,AR1/co-kriging,val,nll_raw,20,-2.4517088605464346,0.0015963093925025799,-2.4518129271038944,-2.454552925455477,-2.448387491189049,-2.452455956339229,-2.45096176475364
TM,hf500_lfx10,AR1/co-kriging,val,nlpd_cal,20,-2.4517088605464346,0.0015963093925025799,-2.4518129271038944,-2.454552925455477,-2.448387491189049,-2.452455956339229,-2.45096176475364
TM,hf500_lfx10,AR1/co-kriging,val,nlpd_raw,20,-2.4517088605464346,0.0015963093925025799,-2.4518129271038944,-2.454552925455477,-2.448387491189049,-2.452455956339229,-2.45096176475364
TM,hf500_lfx10,AR1/co-kriging,val,r2,20,0.9917539955274375,7.989382212849445e-05,0.9917584188737252,0.9916307901825466,0.9918828965290318,0.9917166040676973,0.9917913869871776
TM,hf500_lfx10,FPCA-NARGP,test,coverage_raw,20,0.9794399976730347,0.00456351880491997,0.9793500006198883,0.9695000052452087,0.9884999990463257,0.977304205128364,0.9815757902177054
TM,hf500_lfx10,FPCA-NARGP,test,gaussian_nll,20,-2.3418453774956447,0.006379318443888177,-2.3428160476467355,-2.354594401564018,-2.3273506222804095,-2.3448309904305247,-2.3388597645607647
TM,hf500_lfx10,FPCA-NARGP,test,gaussian_nlpd,20,-2.3418453774956447,0.006379318443888177,-2.3428160476467355,-2.354594401564018,-2.3273506222804095,-2.3448309904305247,-2.3388597645607647
TM,hf500_lfx10,FPCA-NARGP,test,interval_width_raw,20,0.11256612613797187,0.0005477002821142012,0.11262382566928864,0.11155436933040619,0.11362715810537338,0.11230979451554218,0.11282245776040156
TM,hf500_lfx10,FPCA-NARGP,test,r2,20,0.9822054081752134,0.0003595308381120752,0.9821737457998971,0.9815960163935723,0.9829656561928387,0.9820371425634248,0.982373673787002
TM,hf500_lfx10,FPCA-NARGP,test,rmse,20,0.023406902421265842,0.00023710945748617595,0.02342885173857212,0.02290254831314087,0.023805484175682068,0.023295931779263902,0.02351787306326778
TM,hf500_lfx10,FPCA-NARGP,val,coverage_raw,20,0.991992998123169,0.0005662491907807231,0.9921599924564362,0.9909800291061401,0.992900013923645,0.99172798534426,0.992258010902078
TM,hf500_lfx10,FPCA-NARGP,val,gaussian_nll,20,-2.4404639670792707,0.0028742641385808916,-2.440486432397848,-2.4451044490738383,-2.4350442919912054,-2.4418091641039825,-2.439118770054559
TM,hf500_lfx10,FPCA-NARGP,val,gaussian_nlpd,20,-2.4404639670792707,0.0028742641385808916,-2.440486432397848,-2.4451044490738383,-2.4350442919912054,-2.4418091641039825,-2.439118770054559
TM,hf500_lfx10,FPCA-NARGP,val,interval_width_raw,20,0.10896553657948971,0.0003745522150036808,0.10896055772900581,0.10839277505874634,0.1100141704082489,0.1087902407469115,0.10914083241206791
TM,hf500_lfx10,FPCA-NARGP,val,r2,20,0.987814840512795,0.00013657896445802258,0.9878182503811387,0.9875461733653501,0.9880436100353529,0.9877509195898148,0.9878787614357752
TM,hf500_lfx10,FPCA-NARGP,val,rmse,20,0.019191141426563262,0.00010750263397452284,0.01918874215334654,0.01901041902601719,0.019401846453547478,0.0191408286451351,0.019241454207991424
TM,hf500_lfx10,HF-only,test,nll_cal,20,-2.266651068660909,0.004671010840350479,-2.267536737652887,-2.2729440039393545,-2.2564499039556134,-2.2688371690267366,-2.2644649682950813
TM,hf500_lfx10,HF-only,test,nll_raw,20,-2.266651068660909,0.004671010840350479,-2.267536737652887,-2.2729440039393545,-2.2564499039556134,-2.2688371690267366,-2.2644649682950813
TM,hf500_lfx10,HF-only,test,nlpd_cal,20,-2.266651068660909,0.004671010840350479,-2.267536737652887,-2.2729440039393545,-2.2564499039556134,-2.2688371690267366,-2.2644649682950813
TM,hf500_lfx10,HF-only,test,nlpd_raw,20,-2.266651068660909,0.004671010840350479,-2.267536737652887,-2.2729440039393545,-2.2564499039556134,-2.2688371690267366,-2.2644649682950813
TM,hf500_lfx10,HF-only,test,r2,20,0.9797274339061177,0.0002812319170824837,0.9797282510683119,0.9791566616241292,0.9801900258996026,0.979595813317378,0.9798590544948574
TM,hf500_lfx10,HF-only,test,target_rmse,20,0.02498420560732484,0.00017323239381879525,0.024984273128211498,0.02469807304441929,0.025334056466817856,0.024903130351359035,0.025065280863290643
TM,hf500_lfx10,HF-only,test,y_rmse,20,0.02498420560732484,0.00017323239381879525,0.024984273128211498,0.02469807304441929,0.025334056466817856,0.024903130351359035,0.025065280863290643
TM,hf500_lfx10,HF-only,val,nll_cal,20,-2.4035303371937493,0.002447885324788485,-2.40293815008781,-2.407513328130832,-2.398645606766506,-2.404675982791014,-2.4023846915964846
TM,hf500_lfx10,HF-only,val,nll_raw,20,-2.4035303371937493,0.002447885324788485,-2.40293815008781,-2.407513328130832,-2.398645606766506,-2.404675982791014,-2.4023846915964846
TM,hf500_lfx10,HF-only,val,nlpd_cal,20,-2.4035303371937493,0.002447885324788485,-2.40293815008781,-2.407513328130832,-2.398645606766506,-2.404675982791014,-2.4023846915964846
TM,hf500_lfx10,HF-only,val,nlpd_raw,20,-2.4035303371937493,0.002447885324788485,-2.40293815008781,-2.407513328130832,-2.398645606766506,-2.404675982791014,-2.4023846915964846
TM,hf500_lfx10,HF-only,val,r2,20,0.9868005699712761,7.843501777307864e-05,0.9867889241153431,0.9866426412395336,0.9869821736348972,0.9867638612529904,0.9868372786895617
TM,hf500_lfx10,MF-DeepONet,test,r2,20,0.9893076985229425,0.001587895501098839,0.9899367096786812,0.9868175453634607,0.9916807913277615,0.988564540552539,0.9900508564933461
TM,hf500_lfx10,MF-DeepONet,test,rmse,20,0.018097717721204935,0.0013428975442443707,0.017602856123764395,0.016005236581793265,0.02014741034489548,0.017469222324152652,0.01872621311825722
TM,hf500_lfx10,MF-DeepONet,val,r2,20,0.9933720006834188,0.0004945602909147733,0.9933277709481129,0.9923689783132272,0.994250348571714,0.9931405393424274,0.9936034620244102
TM,hf500_lfx10,MF-DeepONet,val,rmse,20,0.014144713192546496,0.0005293812881242123,0.014201202046245672,0.013182944910607843,0.015187385715414956,0.013896955123215236,0.014392471261877756
TM,hf500_lfx10,Neural-GP MF (ours),test,nll_cal,20,-2.9097931206165444,0.051719461077926146,-2.911592725656895,-3.013937801707001,-2.791905511506202,-2.9339985734932874,-2.8855876677398014
TM,hf500_lfx10,Neural-GP MF (ours),test,nll_raw,20,-2.9097931206165444,0.051719461077926146,-2.911592725656895,-3.013937801707001,-2.791905511506202,-2.9339985734932874,-2.8855876677398014
TM,hf500_lfx10,Neural-GP MF (ours),test,nlpd_cal,20,-2.9097931206165444,0.051719461077926146,-2.911592725656895,-3.013937801707001,-2.791905511506202,-2.9339985734932874,-2.8855876677398014
TM,hf500_lfx10,Neural-GP MF (ours),test,nlpd_raw,20,-2.9097931206165444,0.051719461077926146,-2.911592725656895,-3.013937801707001,-2.791905511506202,-2.9339985734932874,-2.8855876677398014
TM,hf500_lfx10,Neural-GP MF (ours),test,r2,20,0.9943015351050724,0.0006728453612493673,0.9943998541125033,0.9927393918151978,0.9954772137754258,0.9939866337827148,0.9946164364274299
TM,hf500_lfx10,Neural-GP MF (ours),test,target_rmse,20,0.013224848173558712,0.0007761263967575048,0.013131604064255953,0.011801144108176231,0.014952286146581173,0.012861609838673425,0.013588086508443998
TM,hf500_lfx10,Neural-GP MF (ours),test,y_rmse,20,0.013224848173558712,0.0007761263967575048,0.013131604064255953,0.011801144108176231,0.014952286146581173,0.012861609838673425,0.013588086508443998
TM,hf500_lfx10,Neural-GP MF (ours),val,nll_cal,20,-2.997292691664014,0.04222772390210908,-2.9856384178715047,-3.0615474586696254,-2.9409343913385317,-3.017055874800523,-2.9775295085275046
TM,hf500_lfx10,Neural-GP MF (ours),val,nll_raw,20,-2.997292691664014,0.04222772390210908,-2.9856384178715047,-3.0615474586696254,-2.9409343913385317,-3.017055874800523,-2.9775295085275046
TM,hf500_lfx10,Neural-GP MF (ours),val,nlpd_cal,20,-2.997292691664014,0.04222772390210908,-2.9856384178715047,-3.0615474586696254,-2.9409343913385317,-3.017055874800523,-2.9775295085275046
TM,hf500_lfx10,Neural-GP MF (ours),val,nlpd_raw,20,-2.997292691664014,0.04222772390210908,-2.9856384178715047,-3.0615474586696254,-2.9409343913385317,-3.017055874800523,-2.9775295085275046
TM,hf500_lfx10,Neural-GP MF (ours),val,r2,20,0.9953922175189126,0.00040671158260974157,0.9953744759734364,0.9947317123920961,0.9959719618140997,0.9952018706389935,0.9955825643988317
TM,hf50_lfx10,AR1/co-kriging,test,nll_cal,20,-1.8379644197536742,0.0020224833550771194,-1.838067361182905,-1.8425399860298526,-1.83417422793646,-1.8389109711005946,-1.8370178684067537
