dataset,setting,method,split,metric,n,mean,std,median,min,max,ci95_low,ci95_high
AB,hf300_lfx10,MF-DeepONet,val,r2,20,0.9932226005627964,0.0005246895575016493,0.9932833914620465,0.9919868643147484,0.9941111378397408,0.9929770382909876,0.9934681628346053
AB,hf300_lfx10,MF-DeepONet,val,rmse,20,0.010902488374689972,0.00041880023185609497,0.010860935729395057,0.010169836469504392,0.011863136386882987,0.010706483832769322,0.011098492916610622
AB,hf300_lfx10,Neural-GP MF (ours),test,nll_cal,20,-3.383165243144461,0.03966843753352313,-3.3854529860573344,-3.4706356715444757,-3.304173612794081,-3.401730643390318,-3.364599842898604
AB,hf300_lfx10,Neural-GP MF (ours),test,nll_raw,20,-3.383165243144461,0.03966843753352313,-3.3854529860573344,-3.4706356715444757,-3.304173612794081,-3.401730643390318,-3.364599842898604
AB,hf300_lfx10,Neural-GP MF (ours),test,nlpd_cal,20,-3.383165243144461,0.03966843753352313,-3.3854529860573344,-3.4706356715444757,-3.304173612794081,-3.401730643390318,-3.364599842898604
AB,hf300_lfx10,Neural-GP MF (ours),test,nlpd_raw,20,-3.383165243144461,0.03966843753352313,-3.3854529860573344,-3.4706356715444757,-3.304173612794081,-3.401730643390318,-3.364599842898604
AB,hf300_lfx10,Neural-GP MF (ours),test,r2,20,0.9937902258762952,0.0008321005992938648,0.9937078212287306,0.992332299328816,0.9955441063681303,0.993400790808235,0.9941796609443554
AB,hf300_lfx10,Neural-GP MF (ours),test,target_rmse,20,0.009382530208677053,0.0006351261449837075,0.009465034119784832,0.007965127937495708,0.010448594577610493,0.009085282022930737,0.009679778394423369
AB,hf300_lfx10,Neural-GP MF (ours),test,y_rmse,20,0.009382530208677053,0.0006351261449837075,0.009465034119784832,0.007965127937495708,0.010448594577610493,0.009085282022930737,0.009679778394423369
AB,hf300_lfx10,Neural-GP MF (ours),val,nll_cal,20,-3.3017028532060855,0.036448783182796644,-3.301701550174587,-3.355479218421385,-3.239907735325006,-3.3187614088321102,-3.2846442975800607
AB,hf300_lfx10,Neural-GP MF (ours),val,nll_raw,20,-3.3017028532060855,0.036448783182796644,-3.301701550174587,-3.355479218421385,-3.239907735325006,-3.3187614088321102,-3.2846442975800607
AB,hf300_lfx10,Neural-GP MF (ours),val,nlpd_cal,20,-3.3017028532060855,0.036448783182796644,-3.301701550174587,-3.355479218421385,-3.239907735325006,-3.3187614088321102,-3.2846442975800607
AB,hf300_lfx10,Neural-GP MF (ours),val,nlpd_raw,20,-3.3017028532060855,0.036448783182796644,-3.301701550174587,-3.355479218421385,-3.239907735325006,-3.3187614088321102,-3.2846442975800607
AB,hf300_lfx10,Neural-GP MF (ours),val,r2,20,0.9932661800911127,0.0008172514115950276,0.9933768272943136,0.9916800842560207,0.9943298429523055,0.9928836946568191,0.9936486655254062
AB,hf400_lfx10,AR1/co-kriging,test,nll_cal,20,-2.985235215383411,0.0026928642695578224,-2.9850593776165013,-2.989654776744172,-2.9806647267792847,-2.9864955146560974,-2.9839749161107245
AB,hf400_lfx10,AR1/co-kriging,test,nll_raw,20,-2.985235215383411,0.0026928642695578224,-2.9850593776165013,-2.989654776744172,-2.9806647267792847,-2.9864955146560974,-2.9839749161107245
AB,hf400_lfx10,AR1/co-kriging,test,nlpd_cal,20,-2.985235215383411,0.0026928642695578224,-2.9850593776165013,-2.989654776744172,-2.9806647267792847,-2.9864955146560974,-2.9839749161107245
AB,hf400_lfx10,AR1/co-kriging,test,nlpd_raw,20,-2.985235215383411,0.0026928642695578224,-2.9850593776165013,-2.989654776744172,-2.9806647267792847,-2.9864955146560974,-2.9839749161107245
AB,hf400_lfx10,AR1/co-kriging,test,r2,20,0.989981355115783,0.0001534577584281878,0.9899619916290987,0.9897364252612675,0.9903176758435948,0.9899095346740617,0.9900531755575043
AB,hf400_lfx10,AR1/co-kriging,test,target_rmse,20,0.011943115666508675,9.163785887664319e-05,0.011954986024647951,0.011741271242499352,0.012088560499250889,0.011900227828380931,0.01198600350463642
AB,hf400_lfx10,AR1/co-kriging,test,y_rmse,20,0.011943115666508675,9.163785887664319e-05,0.011954986024647951,0.011741271242499352,0.012088560499250889,0.011900227828380931,0.01198600350463642
AB,hf400_lfx10,AR1/co-kriging,val,nll_cal,20,-2.993280554642744,0.0017978952276986096,-2.993361434370902,-2.99651333054275,-2.99065119461967,-2.9941219955105405,-2.9924391137749478
AB,hf400_lfx10,AR1/co-kriging,val,nll_raw,20,-2.993280554642744,0.0017978952276986096,-2.993361434370902,-2.99651333054275,-2.99065119461967,-2.9941219955105405,-2.9924391137749478
AB,hf400_lfx10,AR1/co-kriging,val,nlpd_cal,20,-2.993280554642744,0.0017978952276986096,-2.993361434370902,-2.99651333054275,-2.99065119461967,-2.9941219955105405,-2.9924391137749478
AB,hf400_lfx10,AR1/co-kriging,val,nlpd_raw,20,-2.993280554642744,0.0017978952276986096,-2.993361434370902,-2.99651333054275,-2.99065119461967,-2.9941219955105405,-2.9924391137749478
AB,hf400_lfx10,AR1/co-kriging,val,r2,20,0.9918861545562443,6.149127629915272e-05,0.9918869352013762,0.991779284825514,0.9920178743484854,0.9918573757530671,0.9919149333594215
AB,hf400_lfx10,FPCA-NARGP,test,coverage_raw,20,0.9877599984407425,0.0007464935356012488,0.9877000153064728,0.986299991607666,0.9891999959945679,0.9874106287117818,0.9881093681697032
AB,hf400_lfx10,FPCA-NARGP,test,gaussian_nll,20,-3.0751048705362174,0.004405483895461597,-3.0755371135516945,-3.0837238648935505,-3.0672380542452937,-3.0771667004665444,-3.0730430406058904
AB,hf400_lfx10,FPCA-NARGP,test,gaussian_nlpd,20,-3.0751048705362174,0.004405483895461597,-3.0755371135516945,-3.0837238648935505,-3.0672380542452937,-3.0771667004665444,-3.0730430406058904
AB,hf400_lfx10,FPCA-NARGP,test,interval_width_raw,20,0.06237853802740574,0.0003930430222056798,0.06240089237689972,0.06145067140460014,0.0632271096110344,0.062194588230670665,0.06256248782414082
AB,hf400_lfx10,FPCA-NARGP,test,r2,20,0.9905795269899682,0.0002568265097632461,0.9905435674703977,0.990232514618971,0.9913156006347116,0.9904593284834484,0.990699725496488
AB,hf400_lfx10,FPCA-NARGP,test,rmse,20,0.01158037749119103,0.00015910888738548075,0.011603455059230328,0.011119754984974861,0.011792793869972229,0.011505912239705181,0.011654842742676879
AB,hf400_lfx10,FPCA-NARGP,val,coverage_raw,20,0.9830937474966049,0.0013418579814275969,0.9830500185489655,0.9805499911308289,0.9853500127792358,0.9824657386299273,0.9837217563632826
AB,hf400_lfx10,FPCA-NARGP,val,gaussian_nll,20,-3.0895657597943607,0.004707442616637261,-3.0900334366459394,-3.096135155814396,-3.0780534781298403,-3.091768910756342,-3.0873626088323793
AB,hf400_lfx10,FPCA-NARGP,val,gaussian_nlpd,20,-3.0895657597943607,0.004707442616637261,-3.0900334366459394,-3.096135155814396,-3.0780534781298403,-3.091768910756342,-3.0873626088323793
AB,hf400_lfx10,FPCA-NARGP,val,interval_width_raw,20,0.06080432310700416,0.00030815616037991185,0.06084252521395683,0.06013966724276543,0.061245985329151154,0.06066010158451932,0.060948544629489
AB,hf400_lfx10,FPCA-NARGP,val,r2,20,0.992026958505057,0.00013212064147915796,0.9920396314889067,0.9917554872044054,0.9922911130105345,0.9919651241414593,0.9920887928686546
AB,hf400_lfx10,FPCA-NARGP,val,rmse,20,0.011924113566055893,9.886473116942338e-05,0.011915020644664764,0.011725303716957569,0.012125810608267784,0.011877843447581771,0.011970383684530015
AB,hf400_lfx10,HF-only,test,nll_cal,20,-3.0460836141936434,0.002951379673010537,-3.0461516528791286,-3.0502900920792433,-3.0399310390977203,-3.0474649023994274,-3.0447023259878594
AB,hf400_lfx10,HF-only,test,nll_raw,20,-3.0460836141936434,0.002951379673010537,-3.0461516528791286,-3.0502900920792433,-3.0399310390977203,-3.0474649023994274,-3.0447023259878594
AB,hf400_lfx10,HF-only,test,nlpd_cal,20,-3.0460836141936434,0.002951379673010537,-3.0461516528791286,-3.0502900920792433,-3.0399310390977203,-3.0474649023994274,-3.0447023259878594
AB,hf400_lfx10,HF-only,test,nlpd_raw,20,-3.0460836141936434,0.002951379673010537,-3.0461516528791286,-3.0502900920792433,-3.0399310390977203,-3.0474649023994274,-3.0447023259878594
AB,hf400_lfx10,HF-only,test,r2,20,0.9885598250230286,0.00010667150284575196,0.9885906712178876,0.9883064699703202,0.9887722115837494,0.9885099012229424,0.9886097488231149
AB,hf400_lfx10,HF-only,test,target_rmse,20,0.01276254109106958,5.9442052593834775e-05,0.01274545444175601,0.012643648311495781,0.01290322095155716,0.012734721354108495,0.012790360828030664
AB,hf400_lfx10,HF-only,test,y_rmse,20,0.01276254109106958,5.9442052593834775e-05,0.01274545444175601,0.012643648311495781,0.01290322095155716,0.012734721354108495,0.012790360828030664
AB,hf400_lfx10,HF-only,val,nll_cal,20,-3.003126623910828,0.0024412409673160457,-3.002805678931211,-3.007138192301279,-2.999412687551329,-3.004269159853074,-3.0019840879685815
AB,hf400_lfx10,HF-only,val,nll_raw,20,-3.003126623910828,0.0024412409673160457,-3.002805678931211,-3.007138192301279,-2.999412687551329,-3.004269159853074,-3.0019840879685815
AB,hf400_lfx10,HF-only,val,nlpd_cal,20,-3.003126623910828,0.0024412409673160457,-3.002805678931211,-3.007138192301279,-2.999412687551329,-3.004269159853074,-3.0019840879685815
AB,hf400_lfx10,HF-only,val,nlpd_raw,20,-3.003126623910828,0.0024412409673160457,-3.002805678931211,-3.007138192301279,-2.999412687551329,-3.004269159853074,-3.0019840879685815
AB,hf400_lfx10,HF-only,val,r2,20,0.9894499344493054,6.219867717878031e-05,0.9894531434437721,0.9893153860226718,0.9895440008441432,0.9894208245723255,0.9894790443262853
AB,hf400_lfx10,MF-DeepONet,test,r2,20,0.9936538675380829,0.0010211304579860003,0.9939732221948954,0.990808324592865,0.9949622363762742,0.9931759637729113,0.9941317713032546
AB,hf400_lfx10,MF-DeepONet,test,rmse,20,0.00947824275322752,0.0007394739516942027,0.00926330828496455,0.008469235047691112,0.01143991065515604,0.009132158290662372,0.009824327215792667
AB,hf400_lfx10,MF-DeepONet,val,r2,20,0.9953000267254046,0.0003393511377005179,0.995296381880951,0.994578864773277,0.995757875921994,0.9951412055041258,0.9954588479466835
AB,hf400_lfx10,MF-DeepONet,val,rmse,20,0.009149834595159513,0.0003266328585888504,0.009158920326195943,0.008698011185141807,0.009832713804806716,0.008996965711729813,0.009302703478589212
AB,hf400_lfx10,Neural-GP MF (ours),test,nll_cal,20,-3.4179904632625324,0.028716127883765288,-3.419809814376043,-3.4762814227211916,-3.3616152584858785,-3.431430024808731,-3.404550901716334
AB,hf400_lfx10,Neural-GP MF (ours),test,nll_raw,20,-3.4179904632625324,0.028716127883765288,-3.419809814376043,-3.4762814227211916,-3.3616152584858785,-3.431430024808731,-3.404550901716334
AB,hf400_lfx10,Neural-GP MF (ours),test,nlpd_cal,20,-3.4179904632625324,0.028716127883765288,-3.419809814376043,-3.4762814227211916,-3.3616152584858785,-3.431430024808731,-3.404550901716334
AB,hf400_lfx10,Neural-GP MF (ours),test,nlpd_raw,20,-3.4179904632625324,0.028716127883765288,-3.419809814376043,-3.4762814227211916,-3.3616152584858785,-3.431430024808731,-3.404550901716334
AB,hf400_lfx10,Neural-GP MF (ours),test,r2,20,0.9940955804842329,0.0007200103385156071,0.9942306129432452,0.9921769867556134,0.9954330536310075,0.9937586052730363,0.9944325556954294
AB,hf400_lfx10,Neural-GP MF (ours),test,target_rmse,20,0.00915299435146153,0.0005526303961858368,0.009063378907740116,0.008063772693276405,0.010553884319961071,0.008894355364621015,0.009411633338302043
AB,hf400_lfx10,Neural-GP MF (ours),test,y_rmse,20,0.00915299435146153,0.0005526303961858368,0.009063378907740116,0.008063772693276405,0.010553884319961071,0.008894355364621015,0.009411633338302043
AB,hf400_lfx10,Neural-GP MF (ours),val,nll_cal,20,-3.4087420647801325,0.02244148900705401,-3.4121327597030113,-3.4681742266792104,-3.3578760590798535,-3.419245004936948,-3.3982391246233172
AB,hf400_lfx10,Neural-GP MF (ours),val,nll_raw,20,-3.4087420647801325,0.02244148900705401,-3.4121327597030113,-3.4681742266792104,-3.3578760590798535,-3.419245004936948,-3.3982391246233172
AB,hf400_lfx10,Neural-GP MF (ours),val,nlpd_cal,20,-3.4087420647801325,0.02244148900705401,-3.4121327597030113,-3.4681742266792104,-3.3578760590798535,-3.419245004936948,-3.3982391246233172
AB,hf400_lfx10,Neural-GP MF (ours),val,nlpd_raw,20,-3.4087420647801325,0.02244148900705401,-3.4121327597030113,-3.4681742266792104,-3.3578760590798535,-3.419245004936948,-3.3982391246233172
AB,hf400_lfx10,Neural-GP MF (ours),val,r2,20,0.9949255119270095,0.00036130381912618517,0.9949631510212562,0.993903629146759,0.9956242169935134,0.9947564165345639,0.9950946073194551
AB,hf500_lfx10,AR1/co-kriging,test,nll_cal,20,-3.0398415267004864,0.002754416868427274,-3.039988332302347,-3.0437043728564444,-3.035345751395039,-3.0411306334761963,-3.0385524199247764
AB,hf500_lfx10,AR1/co-kriging,test,nll_raw,20,-3.0398415267004864,0.002754416868427274,-3.039988332302347,-3.0437043728564444,-3.035345751395039,-3.0411306334761963,-3.0385524199247764
AB,hf500_lfx10,AR1/co-kriging,test,nlpd_cal,20,-3.0398415267004864,0.002754416868427274,-3.039988332302347,-3.0437043728564444,-3.035345751395039,-3.0411306334761963,-3.0385524199247764
AB,hf500_lfx10,AR1/co-kriging,test,nlpd_raw,20,-3.0398415267004864,0.002754416868427274,-3.039988332302347,-3.0437043728564444,-3.035345751395039,-3.0411306334761963,-3.0385524199247764
AB,hf500_lfx10,AR1/co-kriging,test,r2,20,0.9920268090218516,0.00011033959531233143,0.9920265594580338,0.9918087863016428,0.9922283100107506,0.9919751685016469,0.9920784495420563
AB,hf500_lfx10,AR1/co-kriging,test,target_rmse,20,0.010654461337253451,7.376869613992315e-05,0.010654870420694351,0.010519207455217838,0.01079939492046833,0.010619936524717155,0.010688986149789748
AB,hf500_lfx10,AR1/co-kriging,test,y_rmse,20,0.010654461337253451,7.376869613992315e-05,0.010654870420694351,0.010519207455217838,0.01079939492046833,0.010619936524717155,0.010688986149789748
AB,hf500_lfx10,AR1/co-kriging,val,nll_cal,20,-3.049595820017198,0.0019031962231117333,-3.0495604846378503,-3.0526194195575873,-3.0459988228439743,-3.0504865432678585,-3.048705096766538
AB,hf500_lfx10,AR1/co-kriging,val,nll_raw,20,-3.049595820017198,0.0019031962231117333,-3.0495604846378503,-3.0526194195575873,-3.0459988228439743,-3.0504865432678585,-3.048705096766538
AB,hf500_lfx10,AR1/co-kriging,val,nlpd_cal,20,-3.049595820017198,0.0019031962231117333,-3.0495604846378503,-3.0526194195575873,-3.0459988228439743,-3.0504865432678585,-3.048705096766538
AB,hf500_lfx10,AR1/co-kriging,val,nlpd_raw,20,-3.049595820017198,0.0019031962231117333,-3.0495604846378503,-3.0526194195575873,-3.0459988228439743,-3.0504865432678585,-3.048705096766538
AB,hf500_lfx10,AR1/co-kriging,val,r2,20,0.9933252230787216,6.221216657074947e-05,0.9933292775062108,0.9931717356772358,0.993441162140824,0.9932961068885119,0.9933543392689314
AB,hf500_lfx10,FPCA-NARGP,test,coverage_raw,20,0.9966200023889542,0.0012967944685418084,0.9964499771595001,0.9934999942779541,0.9983999729156494,0.996013083895511,0.9972269208823974
AB,hf500_lfx10,FPCA-NARGP,test,gaussian_nll,20,-3.1031249043801807,0.005539769070588143,-3.1015633518479695,-3.1143174864956578,-3.092613674951878,-3.1057175961134553,-3.100532212646906
AB,hf500_lfx10,FPCA-NARGP,test,gaussian_nlpd,20,-3.1031249043801807,0.005539769070588143,-3.1015633518479695,-3.1143174864956578,-3.092613674951878,-3.1057175961134553,-3.100532212646906
AB,hf500_lfx10,FPCA-NARGP,test,interval_width_raw,20,0.062038899213075635,0.0002457717930096177,0.06206761859357357,0.06155966967344284,0.062481652945280075,0.06192387447325548,0.06215392395289579
AB,hf500_lfx10,FPCA-NARGP,test,r2,20,0.9918904511061377,0.00020462672387035227,0.9918847147173315,0.9915165586337814,0.9922352546835149,0.9917946828514279,0.9919862193608475
AB,hf500_lfx10,FPCA-NARGP,test,rmse,20,0.010744613036513329,0.0001356200486676178,0.01074922550469637,0.010514507070183754,0.010990344919264317,0.010681140899937514,0.010808085173089144
AB,hf500_lfx10,FPCA-NARGP,val,coverage_raw,20,0.9869069963693619,0.002015620713275207,0.9870500266551971,0.9812399744987488,0.9899399876594543,0.9859636568376707,0.987850335901053
AB,hf500_lfx10,FPCA-NARGP,val,gaussian_nll,20,-3.1036610302111933,0.00417888008559203,-3.104829945861711,-3.1097057220645925,-3.0962068854542872,-3.1056168062939515,-3.101705254128435
AB,hf500_lfx10,FPCA-NARGP,val,gaussian_nlpd,20,-3.1036610302111933,0.00417888008559203,-3.104829945861711,-3.1097057220645925,-3.0962068854542872,-3.1056168062939515,-3.101705254128435
AB,hf500_lfx10,FPCA-NARGP,val,interval_width_raw,20,0.060087007284164426,0.00024237910304678172,0.060099998489022255,0.059664107859134674,0.06043672189116478,0.0599735703721234,0.06020044419620545
AB,hf500_lfx10,FPCA-NARGP,val,r2,20,0.9926264589372144,0.00016676442589281385,0.9926567778826358,0.9922956102405043,0.9929304289672286,0.9925484107834182,0.9927045070910105
AB,hf500_lfx10,FPCA-NARGP,val,rmse,20,0.011417864728718996,0.00012894418515370682,0.011395055335015059,0.011180717498064041,0.011671919375658035,0.011357516992442985,0.011478212464995008
AB,hf500_lfx10,HF-only,test,nll_cal,20,-3.088236213729446,0.003216081398246773,-3.0885628694935625,-3.093647910634787,-3.083064991148079,-3.0897413861560445,-3.0867310413028473
AB,hf500_lfx10,HF-only,test,nll_raw,20,-3.088236213729446,0.003216081398246773,-3.0885628694935625,-3.093647910634787,-3.083064991148079,-3.0897413861560445,-3.0867310413028473
AB,hf500_lfx10,HF-only,test,nlpd_cal,20,-3.088236213729446,0.003216081398246773,-3.0885628694935625,-3.093647910634787,-3.083064991148079,-3.0897413861560445,-3.0867310413028473
AB,hf500_lfx10,HF-only,test,nlpd_raw,20,-3.088236213729446,0.003216081398246773,-3.0885628694935625,-3.093647910634787,-3.083064991148079,-3.0897413861560445,-3.0867310413028473
AB,hf500_lfx10,HF-only,test,r2,20,0.9901926233893811,9.512199198247968e-05,0.9901982807058984,0.9900309801703833,0.9903492462129911,0.990148104926766,0.9902371418519962
AB,hf500_lfx10,HF-only,test,target_rmse,20,0.011816718056797982,5.7296380744733046e-05,0.01181344036012888,0.011722113005816936,0.011913834139704704,0.011789902525173727,0.011843533588422236
AB,hf500_lfx10,HF-only,test,y_rmse,20,0.011816718056797982,5.7296380744733046e-05,0.01181344036012888,0.011722113005816936,0.011913834139704704,0.011789902525173727,0.011843533588422236
AB,hf500_lfx10,HF-only,val,nll_cal,20,-3.0662303810133427,0.001767781468988165,-3.066277678339775,-3.070571046069062,-3.063468373436724,-3.067057728208231,-3.065403033818454
AB,hf500_lfx10,HF-only,val,nll_raw,20,-3.0662303810133427,0.001767781468988165,-3.066277678339775,-3.070571046069062,-3.063468373436724,-3.067057728208231,-3.065403033818454
AB,hf500_lfx10,HF-only,val,nlpd_cal,20,-3.0662303810133427,0.001767781468988165,-3.066277678339775,-3.070571046069062,-3.063468373436724,-3.067057728208231,-3.065403033818454
AB,hf500_lfx10,HF-only,val,nlpd_raw,20,-3.0662303810133427,0.001767781468988165,-3.066277678339775,-3.070571046069062,-3.063468373436724,-3.067057728208231,-3.065403033818454
AB,hf500_lfx10,HF-only,val,r2,20,0.990829390503898,4.5842708395516054e-05,0.990828336320948,0.9907254465560277,0.9909370083556711,0.9908079354559396,0.9908508455518563
AB,hf500_lfx10,MF-DeepONet,test,r2,20,0.9945371294117636,0.0007916521831431612,0.9947436442752745,0.9928485311668701,0.9957257741095545,0.9941666247851789,0.9949076340383484
AB,hf500_lfx10,MF-DeepONet,test,rmse,20,0.008797778315612518,0.0006322343212777962,0.008651011381321478,0.007801067366811068,0.010090737721068567,0.008501883545021396,0.00909367308620364
AB,hf500_lfx10,MF-DeepONet,val,r2,20,0.996189338000225,0.0002998868929531924,0.9961406644176919,0.9956360210588354,0.9966996146570146,0.9960489866140264,0.9963296893864236
AB,hf500_lfx10,MF-DeepONet,val,rmse,20,0.008202602918103074,0.00032402977024968845,0.008260938086210664,0.007639333633303374,0.008784447985727011,0.008050952317517287,0.008354253518688862
AB,hf500_lfx10,Neural-GP MF (ours),test,nll_cal,20,-3.4735204282920904,0.04159061794860314,-3.4775181041275243,-3.5311869764822097,-3.3529048974367135,-3.4929854366639432,-3.4540554199202376
AB,hf500_lfx10,Neural-GP MF (ours),test,nll_raw,20,-3.4735204282920904,0.04159061794860314,-3.4775181041275243,-3.5311869764822097,-3.3529048974367135,-3.4929854366639432,-3.4540554199202376
AB,hf500_lfx10,Neural-GP MF (ours),test,nlpd_cal,20,-3.4735204282920904,0.04159061794860314,-3.4775181041275243,-3.5311869764822097,-3.3529048974367135,-3.4929854366639432,-3.4540554199202376
AB,hf500_lfx10,Neural-GP MF (ours),test,nlpd_raw,20,-3.4735204282920904,0.04159061794860314,-3.4775181041275243,-3.5311869764822097,-3.3529048974367135,-3.4929854366639432,-3.4540554199202376
AB,hf500_lfx10,Neural-GP MF (ours),test,r2,20,0.9955896183511916,0.0006765068757878825,0.9955719991081239,0.9936577435284576,0.9967866026408762,0.9952730033872808,0.9959062333151025
AB,hf500_lfx10,Neural-GP MF (ours),test,target_rmse,20,0.00790287738200277,0.0005980455491695842,0.007939998526126146,0.006764060817658901,0.009502704255282879,0.007622983449296098,0.008182771314709443
AB,hf500_lfx10,Neural-GP MF (ours),test,y_rmse,20,0.00790287738200277,0.0005980455491695842,0.007939998526126146,0.006764060817658901,0.009502704255282879,0.007622983449296098,0.008182771314709443
AB,hf500_lfx10,Neural-GP MF (ours),val,nll_cal,20,-3.4739095592063665,0.026927221541347093,-3.4808792924369643,-3.5262856712039303,-3.4012288792320167,-3.4865118868125773,-3.4613072316001556
AB,hf500_lfx10,Neural-GP MF (ours),val,nll_raw,20,-3.4739095592063665,0.026927221541347093,-3.4808792924369643,-3.5262856712039303,-3.4012288792320167,-3.4865118868125773,-3.4613072316001556
AB,hf500_lfx10,Neural-GP MF (ours),val,nlpd_cal,20,-3.4739095592063665,0.026927221541347093,-3.4808792924369643,-3.5262856712039303,-3.4012288792320167,-3.4865118868125773,-3.4613072316001556
AB,hf500_lfx10,Neural-GP MF (ours),val,nlpd_raw,20,-3.4739095592063665,0.026927221541347093,-3.4808792924369643,-3.5262856712039303,-3.4012288792320167,-3.4865118868125773,-3.4613072316001556
AB,hf500_lfx10,Neural-GP MF (ours),val,r2,20,0.9962911436893123,0.0003073631551469729,0.9963054698715539,0.9956043681221302,0.9968139506628323,0.9961472933047008,0.9964349940739238
AB,hf50_lfx10,AR1/co-kriging,test,nll_cal,20,-2.630119307779025,0.0012354418278012064,-2.630186380805002,-2.6329629057647654,-2.6280126761294405,-2.6306975123527296,-2.6295411032053204
AB,hf50_lfx10,AR1/co-kriging,test,nll_raw,20,-2.630119307779025,0.0012354418278012064,-2.630186380805002,-2.6329629057647654,-2.6280126761294405,-2.6306975123527296,-2.6295411032053204
AB,hf50_lfx10,AR1/co-kriging,test,nlpd_cal,20,-2.630119307779025,0.0012354418278012064,-2.630186380805002,-2.6329629057647654,-2.6280126761294405,-2.6306975123527296,-2.6295411032053204
AB,hf50_lfx10,AR1/co-kriging,test,nlpd_raw,20,-2.630119307779025,0.0012354418278012064,-2.630186380805002,-2.6329629057647654,-2.6280126761294405,-2.6306975123527296,-2.6295411032053204
AB,hf50_lfx10,AR1/co-kriging,test,r2,20,0.9761814010007995,0.00014138197237889037,0.9761601073931758,0.9759569755431882,0.9765540390002162,0.9761152322009181,0.976247569800681
AB,hf50_lfx10,AR1/co-kriging,test,target_rmse,20,0.01841541798785329,5.472126262643656e-05,0.018423721194267273,0.01827087253332138,0.018502051010727882,0.018389807648606628,0.01844102832709995
AB,hf50_lfx10,AR1/co-kriging,test,y_rmse,20,0.01841541798785329,5.472126262643656e-05,0.018423721194267273,0.01827087253332138,0.018502051010727882,0.018389807648606628,0.01844102832709995
AB,hf50_lfx10,AR1/co-kriging,val,nll_cal,20,-2.3673456800812627,0.00294806377723349,-2.3676136183407506,-2.3735343775456257,-2.3620416605639565,-2.3687254164000526,-2.3659659437624727
AB,hf50_lfx10,AR1/co-kriging,val,nll_raw,20,-2.3673456800812627,0.00294806377723349,-2.3676136183407506,-2.3735343775456257,-2.3620416605639565,-2.3687254164000526,-2.3659659437624727
AB,hf50_lfx10,AR1/co-kriging,val,nlpd_cal,20,-2.3673456800812627,0.00294806377723349,-2.3676136183407506,-2.3735343775456257,-2.3620416605639565,-2.3687254164000526,-2.3659659437624727
AB,hf50_lfx10,AR1/co-kriging,val,nlpd_raw,20,-2.3673456800812627,0.00294806377723349,-2.3676136183407506,-2.3735343775456257,-2.3620416605639565,-2.3687254164000526,-2.3659659437624727
AB,hf50_lfx10,AR1/co-kriging,val,r2,20,0.9683536144220852,0.00022841924937340015,0.9683452827217374,0.9678589334215938,0.9687226817656831,0.9682467109226749,0.9684605179214956
AB,hf50_lfx10,FPCA-NARGP,test,coverage_raw,20,0.9840250015258789,0.0002403332171486394,0.9840500056743622,0.9836000204086304,0.9843999743461609,0.9839125221179121,0.9841374809338457
AB,hf50_lfx10,FPCA-NARGP,test,gaussian_nll,20,-2.6067951119094177,0.00114314076617132,-2.606487216422759,-2.609530040783409,-2.6048068365784145,-2.607330118256552,-2.6062601055622836
AB,hf50_lfx10,FPCA-NARGP,test,gaussian_nlpd,20,-2.6067951119094177,0.00114314076617132,-2.606487216422759,-2.609530040783409,-2.6048068365784145,-2.607330118256552,-2.6062601055622836
AB,hf50_lfx10,FPCA-NARGP,test,interval_width_raw,20,0.09851050414144993,4.442112720151864e-05,0.09851381555199623,0.0984359160065651,0.09859248995780945,0.09848971441397021,0.09853129386892966
AB,hf50_lfx10,FPCA-NARGP,test,r2,20,0.9724997770025924,0.00016428228450983477,0.9724806268667794,0.9722340267914961,0.9728381205398191,0.9724228905267222,0.9725766634784626
AB,hf50_lfx10,FPCA-NARGP,test,rmse,20,0.01978752901777625,5.9132756361045304e-05,0.01979450136423111,0.019665509462356567,0.019882991909980774,0.019759854035907964,0.019815203999644537
AB,hf50_lfx10,FPCA-NARGP,val,coverage_raw,20,0.8861400038003922,0.0021803950127931475,0.8862000107765198,0.8820000290870667,0.8898000121116638,0.8851195475227188,0.8871604600780655
AB,hf50_lfx10,FPCA-NARGP,val,gaussian_nll,20,-2.2263122657739833,0.0019905814171524766,-2.2261283614019396,-2.229277643296026,-2.223555320459706,-2.2272438865543625,-2.225380644993604
AB,hf50_lfx10,FPCA-NARGP,val,gaussian_nlpd,20,-2.2263122657739833,0.0019905814171524766,-2.2261283614019396,-2.229277643296026,-2.223555320459706,-2.2272438865543625,-2.225380644993604
AB,hf50_lfx10,FPCA-NARGP,val,interval_width_raw,20,0.09826389662921428,5.0868992037210254e-05,0.0982726477086544,0.09816888719797134,0.09835465997457504,0.0982400892081008,0.09828770405032776
AB,hf50_lfx10,FPCA-NARGP,val,r2,20,0.9543604809066885,0.0001673496943207734,0.9543762794125834,0.9539918910664987,0.9545708171810254,0.9542821588388364,0.9544388029745405
AB,hf50_lfx10,FPCA-NARGP,val,rmse,20,0.030104646738618613,5.51589656979116e-05,0.03009948320686817,0.030035244300961494,0.03022601455450058,0.03007883154802877,0.030130461929208457
AB,hf50_lfx10,HF-only,test,nll_cal,20,-2.57517456223023,0.00198087265466448,-2.5753313498906527,-2.577557625349816,-2.5724604692125004,-2.576101639169896,-2.574247485290564
