seed,hf,lf_mult,dataset_name,status,metrics.y_rmse.hf_only,metrics.y_rmse.ar1,metrics.y_rmse.ours
270,400,5,hf400_lfx05,BAD,,,
344,400,5,hf400_lfx05,OK,0.0268652364611625,0.0216394923627376,0.0132770696654915
344,400,5,hf400_lfx05,BAD,,,
388,400,5,hf400_lfx05,OK,0.0271169785410165,0.0213851686567068,0.0135347982868552
388,400,5,hf400_lfx05,BAD,,,
250,400,5,hf400_lfx05,OK,0.0267937984317541,0.0216157585382461,0.0139036197215318
250,400,5,hf400_lfx05,BAD,,,
230,400,5,hf400_lfx05,OK,0.0268022883683443,0.0214975364506244,0.0136426798999309
230,400,5,hf400_lfx05,BAD,,,
322,400,5,hf400_lfx05,OK,0.027066683396697,0.0214209333062171,0.0135119520127773
322,400,5,hf400_lfx05,BAD,,,
290,400,5,hf400_lfx05,OK,0.0270575955510139,0.0214466452598571,0.0138137871399521
290,400,5,hf400_lfx05,BAD,,,
200,400,5,hf400_lfx05,OK,0.026820708066225,0.0215466506779193,0.0144398640841245
200,400,5,hf400_lfx05,BAD,,,
333,400,5,hf400_lfx05,OK,0.0268537923693656,0.021663162857294,0.0150962145999073
333,400,5,hf400_lfx05,BAD,,,
366,200,10,hf200_lfx10,OK,0.0340549014508724,0.0241933409124612,0.0170511286705732
366,200,10,hf200_lfx10,BAD,,,
300,200,10,hf200_lfx10,OK,0.0340488627552986,0.0243079103529453,0.0152960075065493
300,200,10,hf200_lfx10,BAD,,,
210,200,10,hf200_lfx10,OK,0.0338851287961006,0.0245101135224103,0.014649755321443
210,200,10,hf200_lfx10,BAD,,,
220,200,10,hf200_lfx10,OK,0.0342871695756912,0.0244105998426675,0.0145987281575798
220,200,10,hf200_lfx10,BAD,,,
377,200,10,hf200_lfx10,OK,0.033783733844757,0.0242279078811407,0.0144279366359114
377,200,10,hf200_lfx10,BAD,,,
260,200,10,hf200_lfx10,OK,0.0337712801992893,0.0243547651916742,0.0150369107723236
260,200,10,hf200_lfx10,BAD,,,
240,200,10,hf200_lfx10,OK,0.0339758582413196,0.0241400673985481,0.0147450407966971
240,200,10,hf200_lfx10,BAD,,,
355,200,10,hf200_lfx10,OK,0.0340994112193584,0.0245034229010343,0.0167911816388368
355,200,10,hf200_lfx10,BAD,,,
311,200,10,hf200_lfx10,OK,0.0340789519250392,0.0245651956647634,0.0148346722126007
311,200,10,hf200_lfx10,BAD,,,
280,200,10,hf200_lfx10,OK,0.0340711213648319,0.0241114050149917,0.0147224264219403
280,200,10,hf200_lfx10,BAD,,,
399,200,10,hf200_lfx10,OK,0.0339005403220653,0.0241845399141311,0.0161348283290863
399,200,10,hf200_lfx10,BAD,,,
270,200,10,hf200_lfx10,OK,0.0338228270411491,0.0243950337171554,0.016884071752429
270,200,10,hf200_lfx10,BAD,,,
344,200,10,hf200_lfx10,OK,0.0338692292571067,0.0243844967335462,0.0157849714159965
344,200,10,hf200_lfx10,BAD,,,
388,200,10,hf200_lfx10,OK,0.0339933224022388,0.0242197439074516,0.0144776990637183
388,200,10,hf200_lfx10,BAD,,,
250,200,10,hf200_lfx10,OK,0.0340742096304893,0.02461988478899,0.0165506731718778
250,200,10,hf200_lfx10,BAD,,,
230,200,10,hf200_lfx10,OK,0.0339022539556026,0.024168973788619,0.0169484484940767
230,200,10,hf200_lfx10,BAD,,,
322,200,10,hf200_lfx10,OK,0.0342244133353233,0.0244837272912263,0.0161789618432521
322,200,10,hf200_lfx10,BAD,,,
290,200,10,hf200_lfx10,OK,0.0338284820318222,0.0243132133036851,0.0158559363335371
290,200,10,hf200_lfx10,BAD,,,
200,200,10,hf200_lfx10,OK,0.0344218425452709,0.0242994241416454,0.0144380833953619
200,200,10,hf200_lfx10,BAD,,,
333,200,10,hf200_lfx10,OK,0.0340311639010906,0.024118872359395,0.0167338158935308
333,200,10,hf200_lfx10,BAD,,,
366,400,10,hf400_lfx10,OK,0.0267202239483594,0.0206255074590444,0.0130819482728838
366,400,10,hf400_lfx10,BAD,,,
300,400,10,hf400_lfx10,OK,0.0268869865685701,0.0209489110857248,0.0131599828600883
300,400,10,hf400_lfx10,BAD,,,
210,400,10,hf400_lfx10,OK,0.0268115624785423,0.0206769574433565,0.0125100072473287
210,400,10,hf400_lfx10,BAD,,,
220,400,10,hf400_lfx10,OK,0.026846595108509,0.0208388660103082,0.0126834046095609
220,400,10,hf400_lfx10,BAD,,,
377,400,10,hf400_lfx10,OK,0.0269390270113945,0.0208324790000915,0.012480572797358
377,400,10,hf400_lfx10,BAD,,,
260,400,10,hf400_lfx10,OK,0.0266289263963699,0.0206866487860679,0.012046530842781
260,400,10,hf400_lfx10,BAD,,,
240,400,10,hf400_lfx10,OK,0.0268598161637783,0.0209076292812824,0.0126297222450375
240,400,10,hf400_lfx10,BAD,,,
355,400,10,hf400_lfx10,OK,0.0269837770611047,0.0206415634602308,0.013505726121366
355,400,10,hf400_lfx10,BAD,,,
311,400,10,hf400_lfx10,OK,0.0270350333303213,0.02091646194458,0.0126967132091522
311,400,10,hf400_lfx10,BAD,,,
280,400,10,hf400_lfx10,OK,0.0265268646180629,0.0206378549337387,0.0137818455696105
280,400,10,hf400_lfx10,BAD,,,
399,400,10,hf400_lfx10,OK,0.0267547685652971,0.02091577462852,0.0137338610365986
399,400,10,hf400_lfx10,BAD,,,
270,400,10,hf400_lfx10,OK,0.0268656127154827,0.0209777168929576,0.0131129398941993
270,400,10,hf400_lfx10,BAD,,,
344,400,10,hf400_lfx10,OK,0.0268652364611625,0.0211225375533103,0.0122780175879597
344,400,10,hf400_lfx10,BAD,,,
388,400,10,hf400_lfx10,OK,0.0271169785410165,0.0206930544227361,0.0132179427891969
388,400,10,hf400_lfx10,BAD,,,
250,400,10,hf400_lfx10,OK,0.0267937984317541,0.0208221934735775,0.0139662576839327
250,400,10,hf400_lfx10,BAD,,,
230,400,10,hf400_lfx10,OK,0.0268022883683443,0.0208295807242393,0.0119052128866314
230,400,10,hf400_lfx10,BAD,,,
322,400,10,hf400_lfx10,OK,0.027066683396697,0.0206964593380689,0.0134045388549566
322,400,10,hf400_lfx10,BAD,,,
290,400,10,hf400_lfx10,OK,0.0270575955510139,0.0207102969288826,0.0128736225888133
290,400,10,hf400_lfx10,BAD,,,
200,400,10,hf400_lfx10,OK,0.026820708066225,0.0206325557082891,0.0123220607638359
200,400,10,hf400_lfx10,BAD,,,
333,400,10,hf400_lfx10,OK,0.0268537923693656,0.0208630003035068,0.0128276422619819
333,400,10,hf400_lfx10,BAD,,,
366,300,15,hf300_lfx15,OK,0.0300891250371933,0.0208774730563163,0.0122439181432127
366,300,15,hf300_lfx15,BAD,,,
300,300,15,hf300_lfx15,OK,0.0301478616893291,0.0205753948539495,0.0134914023801684
300,300,15,hf300_lfx15,BAD,,,
210,300,15,hf300_lfx15,OK,0.029817771166563,0.0207757577300071,0.013688058592379
210,300,15,hf300_lfx15,BAD,,,
220,300,15,hf300_lfx15,OK,0.0298223905265331,0.0206346753984689,0.0136885624378919
220,300,15,hf300_lfx15,BAD,,,
377,300,15,hf300_lfx15,OK,0.0298220366239547,0.0207270067185163,0.0119554195553064
377,300,15,hf300_lfx15,BAD,,,
260,300,15,hf300_lfx15,OK,0.0299986116588115,0.0208595916628837,0.0129419509321451
260,300,15,hf300_lfx15,BAD,,,
240,300,15,hf300_lfx15,OK,0.0298034287989139,0.0207750312983989,0.0136535512283444
240,300,15,hf300_lfx15,BAD,,,
355,300,15,hf300_lfx15,OK,0.0299648661166429,0.0206634197384119,0.0141102727502584
355,300,15,hf300_lfx15,BAD,,,
311,300,15,hf300_lfx15,OK,0.0302197374403476,0.0209387280046939,0.0131109477952122
311,300,15,hf300_lfx15,BAD,,,
280,300,15,hf300_lfx15,OK,0.0298322979360818,0.0208432860672473,0.0140004642307758
280,300,15,hf300_lfx15,BAD,,,
399,300,15,hf300_lfx15,OK,0.0297854896634817,0.0209858026355505,0.0125888492912054
399,300,15,hf300_lfx15,BAD,,,
270,300,15,hf300_lfx15,OK,0.0298780761659145,0.0203731413930654,0.0127213345840573
270,300,15,hf300_lfx15,BAD,,,
344,300,15,hf300_lfx15,OK,0.0299071129411458,0.0203715860843658,0.0139862895011901
344,300,15,hf300_lfx15,BAD,,,
388,300,15,hf300_lfx15,OK,0.0298207551240921,0.0209888648241758,0.0135491099208593
